skill_id,canonical_skill_key,original_tag_ids,tag_count,is_untagged
98,77,[77],1,False
99,77;79,"[77,79]",2,False
100,78,[78],1,False
101,78;79,"[78,79]",2,False
102,79;358,"[79,358]",2,False
103,80;972,"[80,972]",2,False
104,80;973,"[80,973]",2,False
105,81,[81],1,False
106,82,[82],1,False
107,83,[83],1,False
108,84,[84],1,False
109,84;960,"[84,960]",2,False
110,85,[85],1,False
111,86,[86],1,False
112,87,[87],1,False
113,87;89,"[87,89]",2,False
114,88,[88],1,False
115,88;233,"[88,233]",2,False
116,88;346,"[88,346]",2,False
117,89,[89],1,False
118,90,[90],1,False
119,91,[91],1,False
120,92,[92],1,False
121,92;93,"[92,93]",2,False
122,93;94,"[93,94]",2,False
123,93;349,"[93,349]",2,False
124,93;350,"[93,350]",2,False
125,94,[94],1,False
126,95,[95],1,False
127,96,[96],1,False
128,97,[97],1,False
129,98,[98],1,False
130,99,[99],1,False
131,100,[100],1,False
132,101,[101],1,False
133,102,[102],1,False
134,102;333,"[102,333]",2,False
135,103,[103],1,False
136,104,[104],1,False
137,104;432,"[104,432]",2,False
138,105,[105],1,False
139,106,[106],1,False
140,106;432,"[106,432]",2,False
141,107,[107],1,False
142,107;1079,"[107,1079]",2,False
143,108,[108],1,False
144,108;110,"[108,110]",2,False
145,109,[109],1,False
146,110,[110],1,False
147,110;1048,"[110,1048]",2,False
148,110;1079,"[110,1079]",2,False
149,110;1267,"[110,1267]",2,False
150,111,[111],1,False
151,111;1277,"[111,1277]",2,False
152,112,[112],1,False
153,113,[113],1,False
154,114,[114],1,False
155,115,[115],1,False
156,116,[116],1,False
157,117,[117],1,False
158,118,[118],1,False
159,119,[119],1,False
160,120,[120],1,False
161,120;801,"[120,801]",2,False
162,121,[121],1,False
163,122,[122],1,False
164,123,[123],1,False
165,124,[124],1,False
166,125,[125],1,False
167,126,[126],1,False
168,127,[127],1,False
169,128,[128],1,False
170,129,[129],1,False
171,130,[130],1,False
172,131,[131],1,False
173,132,[132],1,False
174,133,[133],1,False
175,133;219,"[133,219]",2,False
176,134,[134],1,False
177,135,[135],1,False
178,136,[136],1,False
179,137,[137],1,False
180,138,[138],1,False
181,139,[139],1,False
182,140,[140],1,False
183,141,[141],1,False
184,142,[142],1,False
185,142;143,"[142,143]",2,False
186,144,[144],1,False
187,144;202,"[144,202]",2,False
188,145,[145],1,False
189,145;456,"[145,456]",2,False
190,146,[146],1,False
191,146;150,"[146,150]",2,False
192,147,[147],1,False
193,147;456,"[147,456]",2,False
194,148,[148],1,False
195,149,[149],1,False
196,149;150,"[149,150]",2,False
197,150,[150],1,False
198,151,[151],1,False
199,152,[152],1,False
200,153,[153],1,False
201,154,[154],1,False
202,155,[155],1,False
203,156,[156],1,False
204,157,[157],1,False
205,158,[158],1,False
206,158;161,"[158,161]",2,False
207,159,[159],1,False
208,159;161,"[159,161]",2,False
209,160,[160],1,False
210,160;161,"[160,161]",2,False
211,161;163,"[161,163]",2,False
212,162,[162],1,False
213,163,[163],1,False
214,164,[164],1,False
215,165,[165],1,False
216,165;516,"[165,516]",2,False
217,166,[166],1,False
218,167,[167],1,False
219,168,[168],1,False
220,169,[169],1,False
221,170,[170],1,False
222,171,[171],1,False
223,172,[172],1,False
224,173,[173],1,False
225,174,[174],1,False
226,175,[175],1,False
227,176,[176],1,False
228,176;178,"[176,178]",2,False
229,177,[177],1,False
230,178,[178],1,False
231,179,[179],1,False
232,180,[180],1,False
233,181,[181],1,False
234,182,[182],1,False
235,183,[183],1,False
236,184,[184],1,False
237,185,[185],1,False
238,185;1172,"[185,1172]",2,False
239,186,[186],1,False
240,187,[187],1,False
241,188,[188],1,False
242,189,[189],1,False
243,190,[190],1,False
244,191,[191],1,False
245,192,[192],1,False
246,193,[193],1,False
247,194,[194],1,False
248,195,[195],1,False
249,196,[196],1,False
250,197,[197],1,False
251,197;257,"[197,257]",2,False
252,198;199,"[198,199]",2,False
253,200,[200],1,False
254,201,[201],1,False
255,201;257,"[201,257]",2,False
256,202,[202],1,False
257,203,[203],1,False
258,203;235,"[203,235]",2,False
259,204,[204],1,False
260,204;236,"[204,236]",2,False
261,205,[205],1,False
262,206,[206],1,False
263,207,[207],1,False
264,208,[208],1,False
265,209,[209],1,False
266,210,[210],1,False
267,211,[211],1,False
268,211;219,"[211,219]",2,False
269,212,[212],1,False
270,213,[213],1,False
271,214,[214],1,False
272,215,[215],1,False
273,216,[216],1,False
274,217,[217],1,False
275,218,[218],1,False
276,219,[219],1,False
277,220,[220],1,False
278,221,[221],1,False
279,221;233,"[221,233]",2,False
280,222,[222],1,False
281,223,[223],1,False
282,224,[224],1,False
283,225,[225],1,False
284,225;229,"[225,229]",2,False
285,226,[226],1,False
286,226;229,"[226,229]",2,False
287,226;231,"[226,231]",2,False
288,227,[227],1,False
289,227;233,"[227,233]",2,False
290,227;346,"[227,346]",2,False
291,228,[228],1,False
292,228;230,"[228,230]",2,False
293,228;889,"[228,889]",2,False
294,229,[229],1,False
295,229;889,"[229,889]",2,False
296,230,[230],1,False
297,231,[231],1,False
298,232,[232],1,False
299,233,[233],1,False
300,234,[234],1,False
301,234;236,"[234,236]",2,False
302,235,[235],1,False
303,236,[236],1,False
304,237,[237],1,False
305,238,[238],1,False
306,239,[239],1,False
307,239;245,"[239,245]",2,False
308,240,[240],1,False
309,241,[241],1,False
310,241;245,"[241,245]",2,False
311,242,[242],1,False
312,243,[243],1,False
313,243;245,"[243,245]",2,False
314,244,[244],1,False
315,245,[245],1,False
316,245;424,"[245,424]",2,False
317,246,[246],1,False
318,246;424,"[246,424]",2,False
319,247,[247],1,False
320,248,[248],1,False
321,249,[249],1,False
322,250,[250],1,False
323,251,[251],1,False
324,252,[252],1,False
325,253,[253],1,False
326,254,[254],1,False
327,255,[255],1,False
328,256,[256],1,False
329,257,[257],1,False
330,258,[258],1,False
331,259,[259],1,False
332,260,[260],1,False
333,261,[261],1,False
334,262,[262],1,False
335,263,[263],1,False
336,264,[264],1,False
337,265,[265],1,False
338,266,[266],1,False
339,267,[267],1,False
340,268,[268],1,False
341,269,[269],1,False
342,270,[270],1,False
343,271,[271],1,False
344,272,[272],1,False
345,273,[273],1,False
346,274,[274],1,False
347,275,[275],1,False
348,276,[276],1,False
349,277,[277],1,False
350,278,[278],1,False
351,279,[279],1,False
352,280,[280],1,False
353,281,[281],1,False
354,282,[282],1,False
355,283,[283],1,False
356,283;1295,"[283,1295]",2,False
357,284,[284],1,False
358,285,[285],1,False
359,285;762,"[285,762]",2,False
360,286,[286],1,False
361,287,[287],1,False
362,288,[288],1,False
363,289,[289],1,False
364,290,[290],1,False
365,291,[291],1,False
366,292,[292],1,False
367,293,[293],1,False
368,294,[294],1,False
369,295,[295],1,False
370,296,[296],1,False
371,297,[297],1,False
372,298,[298],1,False
373,299,[299],1,False
374,300,[300],1,False
375,301,[301],1,False
376,302,[302],1,False
377,303,[303],1,False
378,304,[304],1,False
379,304;305,"[304,305]",2,False
380,305,[305],1,False
381,306,[306],1,False
382,307,[307],1,False
383,308,[308],1,False
384,309,[309],1,False
385,310,[310],1,False
386,311,[311],1,False
387,311;314,"[311,314]",2,False
388,312,[312],1,False
389,313,[313],1,False
390,314,[314],1,False
391,315,[315],1,False
392,316,[316],1,False
393,317,[317],1,False
394,317;318,"[317,318]",2,False
395,318,[318],1,False
396,319,[319],1,False
397,320,[320],1,False
398,321,[321],1,False
399,322,[322],1,False
400,323,[323],1,False
401,323;325,"[323,325]",2,False
402,324,[324],1,False
403,325,[325],1,False
404,326,[326],1,False
405,326;329,"[326,329]",2,False
406,327,[327],1,False
407,328,[328],1,False
408,329,[329],1,False
409,330,[330],1,False
410,331,[331],1,False
411,332,[332],1,False
412,333,[333],1,False
413,334,[334],1,False
414,334;1153,"[334,1153]",2,False
415,335,[335],1,False
416,335;933,"[335,933]",2,False
417,336,[336],1,False
418,336;339,"[336,339]",2,False
419,337,[337],1,False
420,338,[338],1,False
421,339,[339],1,False
422,340,[340],1,False
423,341,[341],1,False
424,342,[342],1,False
425,343,[343],1,False
426,344,[344],1,False
427,345,[345],1,False
428,346,[346],1,False
429,347,[347],1,False
430,348,[348],1,False
431,348;914,"[348,914]",2,False
432,348;1006,"[348,1006]",2,False
433,349,[349],1,False
434,350,[350],1,False
435,351,[351],1,False
436,352,[352],1,False
437,353,[353],1,False
438,354,[354],1,False
439,355,[355],1,False
440,356,[356],1,False
441,357,[357],1,False
442,358,[358],1,False
443,359,[359],1,False
444,360,[360],1,False
445,361,[361],1,False
446,362,[362],1,False
447,363,[363],1,False
448,364,[364],1,False
449,365,[365],1,False
450,366,[366],1,False
451,367,[367],1,False
452,368,[368],1,False
453,369,[369],1,False
454,370,[370],1,False
455,371,[371],1,False
456,372,[372],1,False
457,372;396,"[372,396]",2,False
458,373,[373],1,False
459,374,[374],1,False
460,375,[375],1,False
461,375;386,"[375,386]",2,False
462,375;1278,"[375,1278]",2,False
463,376,[376],1,False
464,377,[377],1,False
465,377;602,"[377,602]",2,False
466,378,[378],1,False
467,379,[379],1,False
468,380,[380],1,False
469,381,[381],1,False
470,382,[382],1,False
471,383,[383],1,False
472,384,[384],1,False
473,385,[385],1,False
474,386,[386],1,False
475,386;980,"[386,980]",2,False
476,387,[387],1,False
477,387;508,"[387,508]",2,False
478,387;996,"[387,996]",2,False
479,388,[388],1,False
480,389,[389],1,False
481,390,[390],1,False
482,391,[391],1,False
483,391;917,"[391,917]",2,False
484,392,[392],1,False
485,393,[393],1,False
486,394,[394],1,False
487,395,[395],1,False
488,396,[396],1,False
489,397,[397],1,False
490,398,[398],1,False
491,399,[399],1,False
492,400,[400],1,False
493,400;602,"[400,602]",2,False
494,401,[401],1,False
495,401;602,"[401,602]",2,False
496,402,[402],1,False
497,403,[403],1,False
498,404,[404],1,False
499,405,[405],1,False
500,406,[406],1,False
501,407,[407],1,False
502,408,[408],1,False
503,409,[409],1,False
504,410,[410],1,False
505,411,[411],1,False
506,412,[412],1,False
507,413,[413],1,False
508,414,[414],1,False
509,415,[415],1,False
510,416,[416],1,False
511,417,[417],1,False
512,418,[418],1,False
513,419,[419],1,False
514,420,[420],1,False
515,421,[421],1,False
516,421;617,"[421,617]",2,False
517,422,[422],1,False
518,423,[423],1,False
519,424,[424],1,False
520,424;452,"[424,452]",2,False
521,425,[425],1,False
522,426,[426],1,False
523,427,[427],1,False
524,427;541,"[427,541]",2,False
525,428,[428],1,False
526,429,[429],1,False
527,430,[430],1,False
528,431,[431],1,False
529,433,[433],1,False
530,434,[434],1,False
531,435,[435],1,False
532,436,[436],1,False
533,437,[437],1,False
534,438,[438],1,False
535,439,[439],1,False
536,440,[440],1,False
537,441,[441],1,False
538,442,[442],1,False
539,443,[443],1,False
540,444,[444],1,False
541,445,[445],1,False
542,446,[446],1,False
543,447,[447],1,False
544,448,[448],1,False
545,449,[449],1,False
546,450,[450],1,False
547,451,[451],1,False
548,452,[452],1,False
549,453,[453],1,False
550,454,[454],1,False
551,455,[455],1,False
552,456,[456],1,False
553,457,[457],1,False
554,458,[458],1,False
555,459,[459],1,False
556,460,[460],1,False
557,460;463,"[460,463]",2,False
558,460;464,"[460,464]",2,False
559,460;465,"[460,465]",2,False
560,461,[461],1,False
561,462,[462],1,False
562,463,[463],1,False
563,464,[464],1,False
564,465,[465],1,False
565,466,[466],1,False
566,467,[467],1,False
567,468,[468],1,False
568,468;478,"[468,478]",2,False
569,469,[469],1,False
570,469;479,"[469,479]",2,False
571,470,[470],1,False
572,471,[471],1,False
573,472,[472],1,False
574,472;477,"[472,477]",2,False
575,473,[473],1,False
576,474,[474],1,False
577,475,[475],1,False
578,476,[476],1,False
579,477,[477],1,False
580,478,[478],1,False
581,479,[479],1,False
582,480,[480],1,False
583,481,[481],1,False
584,482,[482],1,False
585,483,[483],1,False
586,484,[484],1,False
587,484;929,"[484,929]",2,False
588,484;1083,"[484,1083]",2,False
589,485,[485],1,False
590,485;488,"[485,488]",2,False
591,485;489,"[485,489]",2,False
592,486,[486],1,False
593,487,[487],1,False
594,488,[488],1,False
595,489,[489],1,False
596,490;683,"[490,683]",2,False
597,490;693,"[490,693]",2,False
598,490;1054,"[490,1054]",2,False
599,490;1055,"[490,1055]",2,False
600,491,[491],1,False
601,491;683,"[491,683]",2,False
602,491;693,"[491,693]",2,False
603,491;1054,"[491,1054]",2,False
604,491;1055,"[491,1055]",2,False
605,492,[492],1,False
606,493,[493],1,False
607,494,[494],1,False
608,495,[495],1,False
609,496,[496],1,False
610,496;497,"[496,497]",2,False
611,496;500,"[496,500]",2,False
612,496;501,"[496,501]",2,False
613,497,[497],1,False
614,497;498,"[497,498]",2,False
615,497;502,"[497,502]",2,False
616,497;505,"[497,505]",2,False
617,497;691,"[497,691]",2,False
618,498,[498],1,False
619,499,[499],1,False
620,499;501,"[499,501]",2,False
621,500,[500],1,False
622,500;503,"[500,503]",2,False
623,500;504,"[500,504]",2,False
624,500;691,"[500,691]",2,False
625,501;503,"[501,503]",2,False
626,501;504,"[501,504]",2,False
627,501;505,"[501,505]",2,False
628,501;691,"[501,691]",2,False
629,502,[502],1,False
630,503,[503],1,False
631,504,[504],1,False
632,505,[505],1,False
633,506,[506],1,False
634,507,[507],1,False
635,508,[508],1,False
636,509,[509],1,False
637,510,[510],1,False
638,511,[511],1,False
639,512,[512],1,False
640,513,[513],1,False
641,514,[514],1,False
642,515,[515],1,False
643,515;967,"[515,967]",2,False
644,515;969,"[515,969]",2,False
645,516;967,"[516,967]",2,False
646,516;969,"[516,969]",2,False
647,517,[517],1,False
648,518,[518],1,False
649,519,[519],1,False
650,520,[520],1,False
651,521,[521],1,False
652,522,[522],1,False
653,523,[523],1,False
654,524,[524],1,False
655,525,[525],1,False
656,526,[526],1,False
657,527,[527],1,False
658,528,[528],1,False
659,529,[529],1,False
660,530,[530],1,False
661,531,[531],1,False
662,532,[532],1,False
663,533,[533],1,False
664,534,[534],1,False
665,535,[535],1,False
666,536,[536],1,False
667,537,[537],1,False
668,538,[538],1,False
669,539,[539],1,False
670,540,[540],1,False
671,541,[541],1,False
672,542,[542],1,False
673,543,[543],1,False
674,544,[544],1,False
675,545,[545],1,False
676,546,[546],1,False
677,546;615,"[546,615]",2,False
678,547,[547],1,False
679,548,[548],1,False
680,548;733,"[548,733]",2,False
681,549,[549],1,False
682,550,[550],1,False
683,551,[551],1,False
684,552,[552],1,False
685,553,[553],1,False
686,554,[554],1,False
687,555,[555],1,False
688,556,[556],1,False
689,557,[557],1,False
690,558,[558],1,False
691,559,[559],1,False
692,560,[560],1,False
693,560;561,"[560,561]",2,False
694,561,[561],1,False
695,562,[562],1,False
696,563,[563],1,False
697,564,[564],1,False
698,564;671,"[564,671]",2,False
699,565,[565],1,False
700,566,[566],1,False
701,567,[567],1,False
702,568,[568],1,False
703,568;663,"[568,663]",2,False
704,569,[569],1,False
705,570,[570],1,False
706,570;1150,"[570,1150]",2,False
707,571,[571],1,False
708,572,[572],1,False
709,573,[573],1,False
710,574,[574],1,False
711,575,[575],1,False
712,575;576,"[575,576]",2,False
713,576,[576],1,False
714,577,[577],1,False
715,578,[578],1,False
716,579,[579],1,False
717,580,[580],1,False
718,581,[581],1,False
719,582,[582],1,False
720,583,[583],1,False
721,584,[584],1,False
722,585,[585],1,False
723,586,[586],1,False
724,587,[587],1,False
725,588,[588],1,False
726,589,[589],1,False
727,590,[590],1,False
728,591,[591],1,False
729,592,[592],1,False
730,593,[593],1,False
731,594,[594],1,False
732,595,[595],1,False
733,596,[596],1,False
734,597,[597],1,False
735,598,[598],1,False
736,598;732,"[598,732]",2,False
737,598;733,"[598,733]",2,False
738,599,[599],1,False
739,600,[600],1,False
740,601,[601],1,False
741,603,[603],1,False
742,604,[604],1,False
743,605,[605],1,False
744,606,[606],1,False
745,607,[607],1,False
746,608,[608],1,False
747,609,[609],1,False
748,610,[610],1,False
749,611,[611],1,False
750,612,[612],1,False
751,613,[613],1,False
752,614,[614],1,False
753,615,[615],1,False
754,616,[616],1,False
755,617,[617],1,False
756,618,[618],1,False
757,619,[619],1,False
758,620,[620],1,False
759,621,[621],1,False
760,622,[622],1,False
761,623,[623],1,False
762,624,[624],1,False
763,625,[625],1,False
764,626,[626],1,False
765,627,[627],1,False
766,628,[628],1,False
767,629,[629],1,False
768,630,[630],1,False
769,631,[631],1,False
770,632,[632],1,False
771,633,[633],1,False
772,634,[634],1,False
773,635,[635],1,False
774,636,[636],1,False
775,637,[637],1,False
776,638,[638],1,False
777,639,[639],1,False
778,640,[640],1,False
779,641,[641],1,False
780,642,[642],1,False
781,643,[643],1,False
782,644,[644],1,False
783,645,[645],1,False
784,646,[646],1,False
785,647,[647],1,False
786,648,[648],1,False
787,649,[649],1,False
788,650,[650],1,False
789,651,[651],1,False
790,651;733,"[651,733]",2,False
791,651;734,"[651,734]",2,False
792,652,[652],1,False
793,652;732,"[652,732]",2,False
794,652;734,"[652,734]",2,False
795,653,[653],1,False
796,654,[654],1,False
797,655,[655],1,False
798,656,[656],1,False
799,657,[657],1,False
800,657;734,"[657,734]",2,False
801,658,[658],1,False
802,658;733,"[658,733]",2,False
803,659,[659],1,False
804,659;732,"[659,732]",2,False
805,659;734,"[659,734]",2,False
806,660,[660],1,False
807,661,[661],1,False
808,662,[662],1,False
809,663,[663],1,False
810,663;669,"[663,669]",2,False
811,664,[664],1,False
812,664;1018,"[664,1018]",2,False
813,665,[665],1,False
814,666,[666],1,False
815,667,[667],1,False
816,668,[668],1,False
817,669,[669],1,False
818,670,[670],1,False
819,671,[671],1,False
820,672,[672],1,False
821,673,[673],1,False
822,673;928,"[673,928]",2,False
823,674,[674],1,False
824,675,[675],1,False
825,676,[676],1,False
826,676;1181,"[676,1181]",2,False
827,677,[677],1,False
828,678,[678],1,False
829,679,[679],1,False
830,680,[680],1,False
831,680;1056,"[680,1056]",2,False
832,681,[681],1,False
833,682,[682],1,False
834,683,[683],1,False
835,684,[684],1,False
836,685,[685],1,False
837,686,[686],1,False
838,687,[687],1,False
839,688,[688],1,False
840,689,[689],1,False
841,690,[690],1,False
842,690;1056,"[690,1056]",2,False
843,691,[691],1,False
844,692,[692],1,False
845,693,[693],1,False
846,694,[694],1,False
847,695,[695],1,False
848,696,[696],1,False
849,697,[697],1,False
850,698,[698],1,False
851,699,[699],1,False
852,700,[700],1,False
853,700;980,"[700,980]",2,False
854,701,[701],1,False
855,702,[702],1,False
856,703,[703],1,False
857,704,[704],1,False
858,705,[705],1,False
859,706,[706],1,False
860,706;709,"[706,709]",2,False
861,707,[707],1,False
862,707;709,"[707,709]",2,False
863,707;985,"[707,985]",2,False
864,708,[708],1,False
865,708;985,"[708,985]",2,False
866,709,[709],1,False
867,709;983,"[709,983]",2,False
868,710,[710],1,False
869,711,[711],1,False
870,712,[712],1,False
871,713,[713],1,False
872,713;714,"[713,714]",2,False
873,714,[714],1,False
874,715,[715],1,False
875,715;1308,"[715,1308]",2,False
876,716,[716],1,False
877,717,[717],1,False
878,718,[718],1,False
879,719,[719],1,False
880,720,[720],1,False
881,721,[721],1,False
882,722,[722],1,False
883,723,[723],1,False
884,724,[724],1,False
885,725,[725],1,False
886,726,[726],1,False
887,727,[727],1,False
888,728,[728],1,False
889,729,[729],1,False
890,730,[730],1,False
891,731,[731],1,False
892,732,[732],1,False
893,734,[734],1,False
894,734;1201,"[734,1201]",2,False
895,735,[735],1,False
896,736,[736],1,False
897,737,[737],1,False
898,738,[738],1,False
899,739,[739],1,False
900,740,[740],1,False
901,741,[741],1,False
902,742,[742],1,False
903,743,[743],1,False
904,744,[744],1,False
905,745,[745],1,False
906,746,[746],1,False
907,747,[747],1,False
908,748,[748],1,False
909,749,[749],1,False
910,750,[750],1,False
911,751,[751],1,False
912,752,[752],1,False
913,753,[753],1,False
914,754,[754],1,False
915,755,[755],1,False
916,756,[756],1,False
917,757,[757],1,False
918,758,[758],1,False
919,759,[759],1,False
920,760,[760],1,False
921,761,[761],1,False
922,762,[762],1,False
923,763,[763],1,False
924,764,[764],1,False
925,764;766,"[764,766]",2,False
926,765,[765],1,False
927,766,[766],1,False
928,767,[767],1,False
929,768,[768],1,False
930,769,[769],1,False
931,770,[770],1,False
932,771,[771],1,False
933,772,[772],1,False
934,773,[773],1,False
935,774,[774],1,False
936,775,[775],1,False
937,776,[776],1,False
938,777,[777],1,False
939,777;778,"[777,778]",2,False
940,778,[778],1,False
941,779,[779],1,False
942,779;780,"[779,780]",2,False
943,780,[780],1,False
944,781,[781],1,False
945,781;782,"[781,782]",2,False
946,782,[782],1,False
947,783,[783],1,False
948,784,[784],1,False
949,785,[785],1,False
950,786,[786],1,False
951,787,[787],1,False
952,787;790,"[787,790]",2,False
953,788,[788],1,False
954,789,[789],1,False
955,790,[790],1,False
956,791,[791],1,False
957,791;792,"[791,792]",2,False
958,792,[792],1,False
959,793,[793],1,False
960,794,[794],1,False
961,795,[795],1,False
962,796,[796],1,False
963,797,[797],1,False
964,798,[798],1,False
965,799,[799],1,False
966,800,[800],1,False
967,801,[801],1,False
968,802,[802],1,False
969,803,[803],1,False
970,804,[804],1,False
971,804;811,"[804,811]",2,False
972,805,[805],1,False
973,806,[806],1,False
974,806;811,"[806,811]",2,False
975,807,[807],1,False
976,808,[808],1,False
977,809,[809],1,False
978,809;810,"[809,810]",2,False
979,810,[810],1,False
980,811,[811],1,False
981,812,[812],1,False
982,813,[813],1,False
983,813;884,"[813,884]",2,False
984,814,[814],1,False
985,815,[815],1,False
986,816,[816],1,False
987,817,[817],1,False
988,818,[818],1,False
989,819,[819],1,False
990,820,[820],1,False
991,821,[821],1,False
992,822,[822],1,False
993,823,[823],1,False
994,824,[824],1,False
995,825,[825],1,False
996,826,[826],1,False
997,827,[827],1,False
998,828,[828],1,False
999,829,[829],1,False
1000,830,[830],1,False
1001,831,[831],1,False
1002,832,[832],1,False
1003,832;837,"[832,837]",2,False
1004,833,[833],1,False
1005,833;848,"[833,848]",2,False
1006,834,[834],1,False
1007,835,[835],1,False
1008,836,[836],1,False
1009,837,[837],1,False
1010,838,[838],1,False
1011,839,[839],1,False
1012,840,[840],1,False
1013,841,[841],1,False
1014,842,[842],1,False
1015,843,[843],1,False
1016,844,[844],1,False
1017,845,[845],1,False
1018,846,[846],1,False
1019,847,[847],1,False
1020,848,[848],1,False
1021,849,[849],1,False
1022,850,[850],1,False
1023,851,[851],1,False
1024,852,[852],1,False
1025,853,[853],1,False
1026,854,[854],1,False
1027,854;855,"[854,855]",2,False
1028,855,[855],1,False
1029,856,[856],1,False
1030,856;863,"[856,863]",2,False
1031,857,[857],1,False
1032,858,[858],1,False
1033,859,[859],1,False
1034,860,[860],1,False
1035,861,[861],1,False
1036,862,[862],1,False
1037,863,[863],1,False
1038,864,[864],1,False
1039,865,[865],1,False
1040,865;1147,"[865,1147]",2,False
1041,866,[866],1,False
1042,867,[867],1,False
1043,868,[868],1,False
1044,869,[869],1,False
1045,870,[870],1,False
1046,871,[871],1,False
1047,872,[872],1,False
1048,873,[873],1,False
1049,874,[874],1,False
1050,875,[875],1,False
1051,876,[876],1,False
1052,877,[877],1,False
1053,878,[878],1,False
1054,879,[879],1,False
1055,879;1156,"[879,1156]",2,False
1056,879;1164,"[879,1164]",2,False
1057,880,[880],1,False
1058,881,[881],1,False
1059,882,[882],1,False
1060,883,[883],1,False
1061,884,[884],1,False
1062,885,[885],1,False
1063,886,[886],1,False
1064,887,[887],1,False
1065,888,[888],1,False
1066,889,[889],1,False
1067,890,[890],1,False
1068,891,[891],1,False
1069,892,[892],1,False
1070,893,[893],1,False
1071,894,[894],1,False
1072,895,[895],1,False
1073,896,[896],1,False
1074,897,[897],1,False
1075,898,[898],1,False
1076,899,[899],1,False
1077,900,[900],1,False
1078,901,[901],1,False
1079,902,[902],1,False
1080,903,[903],1,False
1081,904,[904],1,False
1082,905,[905],1,False
1083,906,[906],1,False
1084,907,[907],1,False
1085,908,[908],1,False
1086,909,[909],1,False
1087,910,[910],1,False
1088,911,[911],1,False
1089,912,[912],1,False
1090,913,[913],1,False
1091,914,[914],1,False
1092,915,[915],1,False
1093,916,[916],1,False
1094,917,[917],1,False
1095,918,[918],1,False
1096,918;988,"[918,988]",2,False
1097,919,[919],1,False
1098,920,[920],1,False
1099,921,[921],1,False
1100,922,[922],1,False
1101,923,[923],1,False
1102,924,[924],1,False
1103,925,[925],1,False
1104,926,[926],1,False
1105,927,[927],1,False
1106,928,[928],1,False
1107,929,[929],1,False
1108,930,[930],1,False
1109,931,[931],1,False
1110,932,[932],1,False
1111,933,[933],1,False
1112,934,[934],1,False
1113,935,[935],1,False
1114,936,[936],1,False
1115,937,[937],1,False
1116,938,[938],1,False
1117,939,[939],1,False
1118,940,[940],1,False
1119,941,[941],1,False
1120,942,[942],1,False
1121,943,[943],1,False
1122,944,[944],1,False
1123,945,[945],1,False
1124,946,[946],1,False
1125,947,[947],1,False
1126,948,[948],1,False
1127,949,[949],1,False
1128,950,[950],1,False
1129,951,[951],1,False
1130,952,[952],1,False
1131,953,[953],1,False
1132,954,[954],1,False
1133,955,[955],1,False
1134,956,[956],1,False
1135,957,[957],1,False
1136,958,[958],1,False
1137,959,[959],1,False
1138,960,[960],1,False
1139,961,[961],1,False
1140,962,[962],1,False
1141,963,[963],1,False
1142,964,[964],1,False
1143,965,[965],1,False
