question_id,skill_id,canonical_skill_key
337,48,41
338,48,41
339,49,42
340,49,42
341,49,42
342,49,42
343,49,42
344,49,42
345,49,42
346,49,42
347,49,42
348,49,42
349,49,42
350,49,42
351,48,41
352,49,42
353,49,42
354,49,42
355,49,42
356,49,42
357,49,42
358,48,41
359,49,42
360,49,42
361,48,41
362,48,41
363,48,41
364,49,42
365,49,42
366,48,41
367,49,42
368,50,43
369,50,43
370,50,43
371,50,43
372,50,43
373,50,43
374,50,43
375,51,44
376,50,43
377,50,43
378,50,43
379,50,43
380,50,43
381,50,43
382,51,44
383,51,44
384,50,43
385,51,44
386,50,43
387,51,44
388,50,43
389,52,45
390,52,45
391,52,45
392,52,45
393,52,45
394,52,45
395,52,45
396,54,46
397,52,45
398,54,46
399,54,46
400,54,46
401,54,46
402,54,46
403,54,46
404,54,46
405,54,46
406,54,46
407,54,46
408,54,46
409,54,46
410,54,46
411,54,46
412,55,47
413,55,47
414,55,47
415,55,47
416,55,47
417,55,47
418,55,47
419,55,47
420,55,47
421,55,47
422,55,47
423,55,47
424,55,47
425,55,47
426,55,47
427,56,48
428,56,48
429,56,48
430,56,48
431,56,48
432,56,48
433,56,48
434,56,48
435,56,48
436,56,48
437,56,48
438,56,48
439,56,48
440,56,48
441,56,48
442,56,48
443,56,48
444,56,48
445,56,48
446,56,48
447,55,47
448,57,49
449,58,50
450,52,45
451,52,45
452,59,51
453,59,51
454,60,52
455,59,51
456,61,53
457,59,51
458,59,51
459,59,51
460,60,52
461,62,54
462,63,55
463,64,56
464,63,55
465,63,55
466,65,57
467,66,58
468,64,56
469,66,58
470,63,55
471,66,58
472,62,54
473,61,53
474,61,53
475,65,57
476,61,53
477,62,54
478,61,53
479,59,51
480,60,52
481,60,52
482,59,51
483,59,51
484,68,59
485,59,51
486,60,52
487,60,52
488,59,51
489,68,59
490,69,60
491,64,56
492,61,53
493,59,51
494,65,57
495,71,61;966
496,69,60
497,65,57
498,59,51
499,61,53
500,69,60
501,61,53
502,61,53
503,65,57
504,64,56
505,71,61;966
506,64,56
507,59,51
508,69,60
509,69,60
510,71,61;966
511,70,61
512,73,61;1283
513,70,61
514,75,62
515,78,63
516,80,64
517,80,64
518,80,64
519,77,62;382
520,81,65
521,80,64
522,83,66
523,81,65
524,80,64
525,80,64
526,80,64
527,85,67;387
528,80,64
529,80,64
530,80,64
531,80,64
532,78,63
533,83,66
534,79,63;384
535,80,64
536,80,64
537,80,64
538,78,63
539,85,67;387
540,86,68
541,87,69
542,86,68
543,88,70
544,87,69
545,89,71
546,86,68
547,87,69
548,90,72
549,91,73
550,91,73
551,93,74;384
552,91,73
553,88,70
554,87,69
555,92,74
556,86,68
557,87,69
558,89,71
559,90,72
560,87,69
561,90,72
562,93,74;384
563,90,72
564,92,74
565,95,75
566,95,75
567,96,76
568,98,77
569,100,78
570,99,77;79
571,103,80;972
572,99,77;79
573,96,76
574,96,76
575,105,81
576,97,76;80
577,103,80;972
578,100,78
579,99,77;79
580,103,80;972
581,106,82
582,105,81
583,105,81
584,105,81
585,106,82
586,106,82
587,107,83
588,106,82
589,105,81
590,106,82
591,105,81
592,106,82
593,108,84
594,105,81
595,107,83
596,108,84
597,108,84
598,109,84;960
599,108,84
600,62,54
601,62,54
602,110,85
603,62,54
604,110,85
605,110,85
606,111,86
607,111,86
608,112,87
609,111,86
610,63,55
611,63,55
612,63,55
613,112,87
614,111,86
615,63,55
616,111,86
617,111,86
618,111,86
619,111,86
620,111,86
621,114,88
622,117,89
623,113,87;89
624,114,88
625,114,88
626,117,89
627,114,88
628,118,90
629,118,90
630,66,58
631,66,58
632,67,58;342
633,66,58
634,119,91
635,119,91
636,119,91
637,119,91
638,119,91
639,119,91
640,119,91
641,119,91
642,119,91
643,119,91
644,119,91
645,119,91
646,119,91
647,119,91
648,119,91
649,119,91
650,119,91
651,120,92
652,120,92
653,121,92;93
654,125,94
655,121,92;93
656,120,92
657,120,92
658,125,94
659,120,92
660,122,93;94
661,122,93;94
662,120,92
663,123,93;349
664,123,93;349
665,126,95
666,126,95
667,127,96
668,126,95
669,127,96
670,128,97
671,126,95
672,128,97
673,127,96
674,126,95
675,126,95
676,68,59
677,126,95
678,68,59
679,129,98
680,130,99
681,129,98
682,131,100
683,126,95
684,131,100
685,130,99
686,132,101
687,132,101
688,132,101
689,51,44
690,51,44
691,51,44
692,51,44
693,51,44
694,51,44
695,51,44
696,51,44
697,51,44
698,51,44
699,51,44
700,51,44
701,58,50
702,133,102
703,135,103
704,133,102
705,135,103
706,135,103
707,135,103
708,120,92
709,133,102
710,133,102
711,133,102
712,120,92
713,135,103
714,133,102
715,120,92
716,133,102
717,133,102
718,120,92
719,133,102
720,125,94
721,125,94
722,125,94
723,136,104
724,120,92
725,138,105
726,139,106
727,133,102
728,133,102
729,133,102
730,120,92
731,133,102
732,141,107
733,143,108
734,143,108
735,143,108
736,144,108;110
737,145,109
738,142,107;1079
739,141,107
740,145,109
741,143,108
742,143,108
743,141,107
744,142,107;1079
745,145,109
746,145,109
747,148,110;1079
748,145,109
749,151,111;1277
750,146,110
751,146,110
752,148,110;1079
753,150,111
754,150,111
755,149,110;1267
756,146,110
757,146,110
758,146,110
759,147,110;1048
760,147,110;1048
761,148,110;1079
762,150,111
763,150,111
764,150,111
765,151,111;1277
766,150,111
767,150,111
768,151,111;1277
769,44,37
770,44,37
771,42,35
772,44,37
773,152,112
774,152,112
775,152,112
776,153,113
777,153,113
778,153,113
779,153,113
780,153,113
781,154,114
782,154,114
783,154,114
784,154,114
785,154,114
786,155,115
787,156,116
788,156,116
789,154,114
790,156,116
791,155,115
792,155,115
793,155,115
794,157,117
795,158,118
796,158,118
797,158,118
798,158,118
799,158,118
800,158,118
801,158,118
802,158,118
803,158,118
804,158,118
805,159,119
806,159,119
807,159,119
808,159,119
809,159,119
810,159,119
811,159,119
812,159,119
813,159,119
814,160,120
815,159,119
816,159,119
817,160,120
818,160,120
819,160,120
820,160,120
821,160,120
822,160,120
823,160,120
824,160,120
825,160,120
826,160,120
827,160,120
828,160,120
829,160,120
830,160,120
831,160,120
832,160,120
833,160,120
834,160,120
835,160,120
836,162,121
837,163,122
838,163,122
839,162,121
840,162,121
841,163,122
842,163,122
843,162,121
844,162,121
845,163,122
846,162,121
847,162,121
848,163,122
849,163,122
850,163,122
851,163,122
852,163,122
853,163,122
854,163,122
855,163,122
856,163,122
857,163,122
858,163,122
859,163,122
860,163,122
861,163,122
862,163,122
863,164,123
864,164,123
865,164,123
866,164,123
867,164,123
868,164,123
869,164,123
870,164,123
871,164,123
872,164,123
873,164,123
874,164,123
875,164,123
876,164,123
877,164,123
878,158,118
879,158,118
880,158,118
881,158,118
882,158,118
883,158,118
884,158,118
885,164,123
886,165,124
887,165,124
888,165,124
889,164,123
890,165,124
891,158,118
892,158,118
893,165,124
894,165,124
895,164,123
896,165,124
897,166,125
898,166,125
899,166,125
900,166,125
901,166,125
902,167,126
903,167,126
904,166,125
905,166,125
906,167,126
907,167,126
908,167,126
909,167,126
910,167,126
911,167,126
912,167,126
913,167,126
914,167,126
915,167,126
916,167,126
917,167,126
918,167,126
919,167,126
920,167,126
921,168,127
922,167,126
923,167,126
924,167,126
925,168,127
926,168,127
927,168,127
928,168,127
929,168,127
930,168,127
931,168,127
932,168,127
933,168,127
934,168,127
935,168,127
936,168,127
937,168,127
938,168,127
939,168,127
940,34,30
941,37,31;1043
942,34,30
943,34,30
944,34,30
945,34,30
946,35,30;1043
947,34,30
948,34,30
949,34,30
950,34,30
951,34,30
952,37,31;1043
953,36,31
954,37,31;1043
955,37,31;1043
956,169,128
957,36,31
958,169,128
959,169,128
960,36,31
961,37,31;1043
962,169,128
963,169,128
964,37,31;1043
965,169,128
966,37,31;1043
967,169,128
968,169,128
969,37,31;1043
970,36,31
971,37,31;1043
972,169,128
973,37,31;1043
974,169,128
975,170,129
976,170,129
977,170,129
978,170,129
979,170,129
980,171,130
981,172,131
982,172,131
983,171,130
984,171,130
985,172,131
986,171,130
987,172,131
988,172,131
989,173,132
990,174,133
991,173,132
992,173,132
993,173,132
994,175,133;219
995,173,132
996,174,133
997,174,133
998,175,133;219
999,176,134
1000,177,135
1001,176,134
1002,178,136
1003,177,135
1004,178,136
1005,177,135
1006,177,135
1007,176,134
1008,176,134
1009,176,134
1010,176,134
1011,177,135
1012,178,136
1013,178,136
1014,178,136
1015,178,136
1016,179,137
1017,180,138
1018,181,139
1019,179,137
1020,180,138
1021,181,139
1022,180,138
1023,179,137
1024,179,137
1025,182,140
1026,181,139
1027,179,137
1028,180,138
1029,182,140
1030,179,137
1031,181,139
1032,182,140
1033,182,140
1034,182,140
1035,179,137
1036,183,141
1037,184,142
1038,185,142;143
1039,183,141
1040,185,142;143
1041,183,141
1042,183,141
1043,184,142
1044,187,144;202
1045,186,144
1046,186,144
1047,185,142;143
1048,185,142;143
1049,186,144
1050,188,145
1051,190,146
1052,192,147
1053,188,145
1054,194,148
1055,189,145;456
1056,194,148
1057,195,149
1058,188,145
1059,188,145
1060,188,145
1061,192,147
1062,188,145
1063,188,145
1064,194,148
1065,194,148
1066,188,145
1067,190,146
1068,194,148
1069,194,148
1070,192,147
1071,190,146
1072,188,145
1073,194,148
1074,197,150
1075,192,147
1076,188,145
1077,192,147
1078,198,151
1079,198,151
1080,198,151
1081,198,151
1082,198,151
1083,198,151
1084,198,151
1085,198,151
1086,198,151
1087,199,152
1088,200,153
1089,200,153
1090,200,153
1091,200,153
1092,200,153
1093,200,153
1094,200,153
1095,200,153
1096,200,153
1097,200,153
1098,200,153
1099,200,153
1100,200,153
1101,200,153
1102,200,153
1103,200,153
1104,200,153
1105,201,154
1106,201,154
1107,202,155
1108,201,154
1109,203,156
1110,203,156
1111,203,156
1112,202,155
1113,203,156
1114,202,155
1115,203,156
1116,204,157
1117,202,155
1118,201,154
1119,202,155
1120,202,155
1121,203,156
1122,205,158
1123,207,159
1124,207,159
1125,205,158
1126,205,158
1127,205,158
1128,209,160
1129,205,158
1130,209,160
1131,206,158;161
1132,210,160;161
1133,209,160
1134,206,158;161
1135,206,158;161
1136,205,158
1137,207,159
1138,206,158;161
1139,208,159;161
1140,209,160
1141,207,159
1142,205,158
1143,209,160
1144,205,158
1145,207,159
1146,206,158;161
1147,207,159
1148,209,160
1149,207,159
1150,209,160
1151,210,160;161
1152,212,162
1153,213,163
1154,213,163
1155,211,161;163
1156,211,161;163
1157,213,163
1158,212,162
1159,213,163
1160,212,162
1161,211,161;163
1162,213,163
1163,212,162
1164,212,162
1165,212,162
1166,212,162
1167,212,162
1168,214,164
1169,212,162
1170,212,162
1171,212,162
1172,214,164
1173,214,164
1174,212,162
1175,212,162
1176,212,162
1177,212,162
1178,214,164
1179,214,164
1180,214,164
1181,214,164
1182,214,164
1183,214,164
1184,212,162
1185,216,165;516
1186,215,165
1187,99,77;79
1188,215,165
1189,98,77
1190,98,77
1191,99,77;79
1192,98,77
1193,216,165;516
1194,171,130
1195,98,77
1196,171,130
1197,171,130
1198,171,130
1199,171,130
1200,217,166
1201,218,167
1202,218,167
1203,219,168
1204,219,168
1205,217,166
1206,220,169
1207,218,167
1208,217,166
1209,219,168
1210,218,167
1211,219,168
1212,217,166
1213,218,167
1214,217,166
1215,218,167
1216,220,169
1217,217,166
1218,219,168
1219,217,166
1220,219,168
1221,217,166
1222,221,170
1223,217,166
1224,218,167
1225,217,166
1226,217,166
1227,218,167
1228,217,166
1229,218,167
1230,217,166
1231,217,166
1232,217,166
1233,217,166
1234,218,167
1235,218,167
1236,217,166
1237,219,168
1238,219,168
1239,217,166
1240,219,168
1241,217,166
1242,217,166
1243,220,169
1244,220,169
1245,220,169
1246,220,169
1247,222,171
1248,223,172
1249,223,172
1250,223,172
1251,224,173
1252,223,172
1253,222,171
1254,224,173
1255,224,173
1256,223,172
1257,224,173
1258,224,173
1259,223,172
1260,222,171
1261,223,172
1262,223,172
1263,224,173
1264,222,171
1265,222,171
1266,225,174
1267,225,174
1268,225,174
1269,225,174
1270,225,174
1271,226,175
1272,174,133
1273,173,132
1274,175,133;219
1275,175,133;219
1276,173,132
1277,226,175
1278,174,133
1279,174,133
1280,175,133;219
1281,226,175
1282,226,175
1283,174,133
1284,173,132
1285,226,175
1286,226,175
1287,174,133
1288,226,175
1289,173,132
1290,227,176
1291,227,176
1292,227,176
1293,227,176
1294,227,176
1295,227,176
1296,229,177
1297,229,177
1298,229,177
1299,230,178
1300,230,178
1301,229,177
1302,230,178
1303,230,178
1304,229,177
1305,229,177
1306,230,178
1307,230,178
1308,227,176
1309,227,176
1310,227,176
1311,230,178
1312,230,178
1313,230,178
1314,227,176
1315,227,176
1316,227,176
1317,231,179
1318,231,179
1319,231,179
1320,231,179
1321,232,180
1322,231,179
1323,232,180
1324,232,180
1325,232,180
1326,232,180
1327,232,180
1328,233,181
1329,233,181
1330,233,181
1331,233,181
1332,233,181
1333,233,181
1334,230,178
1335,230,178
1336,230,178
1337,230,178
1338,230,178
1339,230,178
1340,230,178
1341,230,178
1342,230,178
1343,230,178
1344,234,182
1345,235,183
1346,234,182
1347,234,182
1348,234,182
1349,235,183
1350,235,183
1351,235,183
1352,235,183
1353,235,183
1354,235,183
1355,235,183
1356,235,183
1357,235,183
1358,235,183
1359,235,183
1360,235,183
1361,235,183
1362,235,183
1363,235,183
1364,236,184
1365,236,184
1366,236,184
1367,236,184
1368,236,184
1369,237,185
1370,237,185
1371,237,185
1372,237,185
1373,239,186
1374,239,186
1375,239,186
1376,239,186
1377,239,186
1378,239,186
1379,239,186
1380,239,186
1381,239,186
1382,239,186
1383,240,187
1384,240,187
1385,241,188
1386,242,189
1387,241,188
1388,242,189
1389,241,188
1390,242,189
1391,241,188
1392,242,189
1393,241,188
1394,241,188
1395,241,188
1396,241,188
1397,242,189
1398,241,188
1399,242,189
1400,242,189
1401,242,189
1402,241,188
1403,242,189
1404,241,188
1405,241,188
1406,242,189
1407,242,189
1408,241,188
1409,242,189
1410,242,189
1411,242,189
1412,242,189
1413,242,189
1414,242,189
1415,243,190
1416,241,188
1417,241,188
1418,244,191
1419,244,191
1420,244,191
1421,244,191
1422,244,191
1423,244,191
1424,244,191
1425,245,192
1426,245,192
1427,245,192
1428,245,192
1429,245,192
1430,244,191
1431,245,192
1432,245,192
1433,245,192
1434,245,192
1435,244,191
1436,244,191
1437,245,192
1438,183,141
1439,183,141
1440,183,141
1441,183,141
1442,241,188
1443,246,193
1444,186,144
1445,186,144
1446,186,144
1447,186,144
1448,246,193
1449,184,142
1450,184,142
1451,183,141
1452,241,188
1453,186,144
1454,184,142
1455,185,142;143
1456,183,141
1457,244,191
1458,183,141
1459,183,141
1460,184,142
1461,183,141
1462,244,191
1463,184,142
1464,184,142
1465,183,141
1466,184,142
1467,183,141
1468,184,142
1469,244,191
1470,244,191
1471,172,131
1472,241,188
1473,241,188
1474,172,131
1475,244,191
1476,241,188
1477,172,131
1478,241,188
1479,241,188
1480,172,131
1481,172,131
1482,171,130
1483,244,191
1484,171,130
1485,241,188
1486,241,188
1487,241,188
1488,241,188
1489,244,191
1490,247,194
1491,248,195
1492,248,195
1493,248,195
1494,247,194
1495,247,194
1496,248,195
1497,247,194
1498,248,195
1499,247,194
1500,249,196
1501,249,196
1502,249,196
1503,249,196
1504,249,196
1505,249,196
1506,171,130
1507,172,131
1508,172,131
1509,171,130
1510,245,192
1511,245,192
1512,250,197
1513,250,197
1514,250,197
1515,251,197;257
1516,251,197;257
1517,252,198;199
1518,252,198;199
1519,252,198;199
1520,252,198;199
1521,252,198;199
1522,172,131
1523,245,192
1524,172,131
1525,245,192
1526,186,144
1527,186,144
1528,186,144
1529,245,192
1530,245,192
1531,253,200
1532,253,200
1533,255,201;257
1534,187,144;202
1535,254,201
1536,254,201
1537,254,201
1538,254,201
1539,254,201
1540,255,201;257
1541,254,201
1542,255,201;257
1543,254,201
1544,254,201
1545,170,129
1546,256,202
1547,186,144
1548,256,202
1549,257,203
1550,183,141
1551,257,203
1552,171,130
1553,256,202
1554,256,202
1555,184,142
1556,256,202
1557,170,129
1558,256,202
1559,257,203
1560,171,130
1561,256,202
1562,259,204
1563,257,203
1564,261,205
1565,261,205
1566,261,205
1567,259,204
1568,259,204
1569,258,203;235
1570,260,204;236
1571,261,205
1572,261,205
1573,261,205
1574,170,129
1575,245,192
1576,172,131
1577,245,192
1578,245,192
1579,261,205
1580,170,129
1581,245,192
1582,172,131
1583,262,206
1584,263,207
1585,262,206
1586,263,207
1587,263,207
1588,263,207
1589,263,207
1590,263,207
1591,264,208
1592,265,209
1593,264,208
1594,265,209
1595,266,210
1596,257,203
1597,265,209
1598,264,208
1599,264,208
1600,266,210
1601,266,210
1602,262,206
1603,258,203;235
1604,266,210
1605,265,209
1606,264,208
1607,262,206
1608,265,209
1609,266,210
1610,262,206
1611,173,132
1612,173,132
1613,173,132
1614,267,211
1615,174,133
1616,173,132
1617,267,211
1618,267,211
1619,267,211
1620,268,211;219
1621,267,211
1622,173,132
1623,173,132
1624,267,211
1625,267,211
1626,268,211;219
1627,268,211;219
1628,174,133
1629,268,211;219
1630,267,211
1631,174,133
1632,267,211
1633,269,212
1634,263,207
1635,263,207
1636,254,201
1637,261,205
1638,261,205
1639,266,210
1640,266,210
1641,266,210
1642,266,210
1643,266,210
1644,266,210
1645,266,210
1646,266,210
1647,265,209
1648,255,201;257
1649,255,201;257
1650,265,209
1651,262,206
1652,262,206
1653,265,209
1654,255,201;257
1655,265,209
1656,255,201;257
1657,257,203
1658,256,202
1659,186,144
1660,256,202
1661,256,202
1662,257,203
1663,111,86
1664,4,3
1665,4,3
1666,4,3
1667,111,86
1668,4,3
1669,4,3
1670,111,86
1671,264,208
1672,268,211;219
1673,270,213
1674,173,132
1675,270,213
1676,267,211
1677,267,211
1678,173,132
1679,267,211
1680,271,214
1681,264,208
1682,270,213
1683,271,214
1684,271,214
1685,272,215
1686,273,216
1687,274,217
1688,273,216
1689,273,216
1690,272,215
1691,273,216
1692,271,214
1693,271,214
1694,272,215
1695,271,214
1696,271,214
1697,272,215
1698,273,216
1699,272,215
1700,275,218
1701,276,219
1702,277,220
1703,277,220
1704,277,220
1705,277,220
1706,276,219
1707,277,220
1708,277,220
1709,276,219
1710,265,209
1711,264,208
1712,262,206
1713,265,209
1714,265,209
1715,262,206
1716,263,207
1717,266,210
1718,265,209
1719,264,208
1720,263,207
1721,266,210
1722,173,132
1723,173,132
1724,192,147
1725,173,132
1726,170,129
1727,174,133
1728,170,129
1729,193,147;456
1730,256,202
1731,256,202
1732,270,213
1733,256,202
1734,256,202
1735,256,202
1736,270,213
1737,256,202
1738,270,213
1739,270,213
1740,256,202
1741,257,203
1742,257,203
1743,261,205
1744,261,205
1745,111,86
1746,111,86
1747,262,206
1748,264,208
1749,265,209
1750,263,207
1751,264,208
1752,265,209
1753,262,206
1754,266,210
1755,263,207
1756,269,212
1757,189,145;456
1758,277,220
1759,188,145
1760,277,220
1761,192,147
1762,192,147
1763,188,145
1764,4,3
1765,188,145
1766,277,220
1767,111,86
1768,276,219
1769,277,220
1770,279,221;233
1771,269,212
1772,188,145
1773,280,222
1774,280,222
1775,269,212
1776,280,222
1777,269,212
1778,280,222
1779,280,222
1780,280,222
1781,280,222
1782,280,222
1783,280,222
1784,269,212
1785,269,212
1786,269,212
1787,269,212
1788,269,212
1789,269,212
1790,269,212
1791,269,212
1792,269,212
1793,269,212
1794,269,212
1795,269,212
1796,269,212
1797,112,87
1798,113,87;89
1799,278,221
1800,112,87
1801,269,212
1802,277,220
1803,276,219
1804,277,220
1805,277,220
1806,277,220
1807,278,221
1808,278,221
1809,277,220
1810,277,220
1811,277,220
1812,278,221
1813,278,221
1814,278,221
1815,277,220
1816,277,220
1817,277,220
1818,281,223
1819,281,223
1820,281,223
1821,281,223
1822,281,223
1823,118,90
1824,281,223
1825,281,223
1826,281,223
1827,278,221
1828,281,223
1829,278,221
1830,278,221
1831,281,223
1832,281,223
1833,278,221
1834,281,223
1835,282,224
1836,282,224
1837,278,221
1838,284,225;229
1839,284,225;229
1840,282,224
1841,282,224
1842,281,223
1843,283,225
1844,284,225;229
1845,282,224
1846,278,221
1847,283,225
1848,286,226;229
1849,285,226
1850,288,227
1851,194,148
1852,194,148
1853,194,148
1854,194,148
1855,194,148
1856,194,148
1857,194,148
1858,194,148
1859,194,148
1860,194,148
1861,282,224
1862,282,224
1863,283,225
1864,283,225
1865,291,228
1866,283,225
1867,294,229
1868,294,229
1869,286,226;229
1870,296,230
1871,291,228
1872,284,225;229
1873,282,224
1874,296,230
1875,296,230
1876,296,230
1877,282,224
1878,291,228
1879,291,228
1880,293,228;889
1881,291,228
1882,296,230
1883,296,230
1884,297,231
1885,291,228
1886,291,228
1887,296,230
1888,296,230
1889,291,228
1890,282,224
1891,292,228;230
1892,282,224
1893,291,228
1894,291,228
1895,291,228
1896,282,224
1897,296,230
1898,292,228;230
1899,282,224
1900,283,225
1901,282,224
1902,283,225
1903,282,224
1904,296,230
1905,112,87
1906,291,228
1907,291,228
1908,298,232
1909,298,232
1910,298,232
1911,298,232
1912,298,232
1913,298,232
1914,298,232
1915,298,232
1916,110,85
1917,298,232
1918,118,90
1919,299,233
1920,259,204
1921,300,234
1922,300,234
1923,259,204
1924,299,233
1925,259,204
1926,259,204
1927,246,193
1928,302,235
1929,300,234
1930,303,236
1931,302,235
1932,258,203;235
1933,303,236
1934,302,235
1935,303,236
1936,302,235
1937,300,234
1938,300,234
1939,303,236
1940,260,204;236
1941,304,237
1942,304,237
1943,304,237
1944,302,235
1945,301,234;236
1946,303,236
1947,303,236
1948,300,234
1949,303,236
1950,301,234;236
1951,303,236
1952,300,234
1953,259,204
1954,303,236
1955,260,204;236
1956,259,204
1957,302,235
1958,259,204
1959,259,204
1960,259,204
1961,303,236
1962,302,235
1963,303,236
1964,303,236
1965,300,234
1966,303,236
1967,300,234
1968,300,234
1969,302,235
1970,302,235
1971,305,238
1972,305,238
1973,298,232
1974,305,238
1975,298,232
1976,246,193
1977,305,238
1978,305,238
1979,305,238
1980,272,215
1981,298,232
1982,298,232
1983,298,232
1984,298,232
1985,272,215
1986,305,238
1987,305,238
1988,305,238
1989,305,238
1990,272,215
1991,298,232
1992,298,232
1993,272,215
1994,305,238
1995,305,238
1996,298,232
1997,272,215
1998,305,238
1999,272,215
2000,305,238
2001,298,232
2002,298,232
2003,298,232
2004,298,232
2005,306,239
2006,306,239
2007,306,239
2008,306,239
2009,306,239
2010,308,240
2011,308,240
2012,308,240
2013,308,240
2014,308,240
2015,308,240
2016,309,241
2017,309,241
2018,311,242
2019,311,242
2020,275,218
2021,309,241
2022,311,242
2023,275,218
2024,273,216
2025,311,242
2026,275,218
2027,311,242
2028,275,218
2029,309,241
2030,273,216
2031,275,218
2032,311,242
2033,309,241
2034,275,218
2035,312,243
2036,312,243
2037,312,243
2038,312,243
2039,312,243
2040,273,216
2041,273,216
2042,309,241
2043,311,242
2044,311,242
2045,271,214
2046,309,241
2047,306,239
2048,311,242
2049,308,240
2050,309,241
2051,275,218
2052,309,241
2053,306,239
2054,308,240
2055,311,242
2056,306,239
2057,308,240
2058,306,239
2059,308,240
2060,309,241
2061,311,242
2062,311,242
2063,309,241
2064,273,216
2065,308,240
2066,308,240
2067,306,239
2068,306,239
2069,308,240
2070,308,240
2071,273,216
2072,308,240
2073,314,244
2074,274,217
2075,314,244
2076,314,244
2077,315,245
2078,314,244
2079,315,245
2080,312,243
2081,314,244
2082,274,217
2083,274,217
2084,313,243;245
2085,314,244
2086,307,239;245
2087,315,245
2088,315,245
2089,312,243
2090,317,246
2091,314,244
2092,314,244
2093,313,243;245
2094,274,217
2095,317,246
