skill_id,canonical_skill_key,original_tag_ids,tag_count,is_untagged,source_interaction_count,retained_interaction_count
213,163,[163],1,False,18172,18172
214,164,[164],1,False,23606,23606
215,165,[165],1,False,15529,15529
216,165;516,"[165,516]",2,False,18849,18849
217,166,[166],1,False,20189,20189
218,167,[167],1,False,21547,21547
219,168,[168],1,False,23730,23730
220,169,[169],1,False,22203,22203
221,170,[170],1,False,14384,14384
222,171,[171],1,False,15270,15270
223,172,[172],1,False,19107,19107
224,173,[173],1,False,19204,19204
225,174,[174],1,False,15654,15654
226,175,[175],1,False,18297,18297
227,176,[176],1,False,11359,11359
228,176;178,"[176,178]",2,False,526,526
229,177,[177],1,False,8033,8033
230,178,[178],1,False,10015,10015
231,179,[179],1,False,10312,10312
232,180,[180],1,False,5428,5428
233,181,[181],1,False,5414,5414
234,182,[182],1,False,7939,7939
235,183,[183],1,False,7160,7160
236,184,[184],1,False,10346,10346
237,185,[185],1,False,7689,7689
238,185;1172,"[185,1172]",2,False,1145,1145
239,186,[186],1,False,10084,10084
240,187,[187],1,False,18473,18473
241,188,[188],1,False,12428,12428
242,189,[189],1,False,19701,19701
243,190,[190],1,False,13808,13808
244,191,[191],1,False,15016,15016
245,192,[192],1,False,11444,11444
246,193,[193],1,False,9408,9408
247,194,[194],1,False,29581,29581
248,195,[195],1,False,24133,24133
249,196,[196],1,False,22605,22605
250,197,[197],1,False,11622,11622
251,197;257,"[197,257]",2,False,7919,7919
252,198;199,"[198,199]",2,False,46326,46326
253,200,[200],1,False,18438,18438
254,201,[201],1,False,7977,7977
255,201;257,"[201,257]",2,False,11201,11201
256,202,[202],1,False,5153,5153
257,203,[203],1,False,17065,17065
258,203;235,"[203,235]",2,False,7150,7150
259,204,[204],1,False,15570,15570
260,204;236,"[204,236]",2,False,6345,6345
261,205,[205],1,False,15418,15418
262,206,[206],1,False,13241,13241
263,207,[207],1,False,17314,17314
264,208,[208],1,False,13482,13482
265,209,[209],1,False,10864,10864
266,210,[210],1,False,14884,14884
267,211,[211],1,False,6831,6831
268,211;219,"[211,219]",2,False,5230,5230
269,212,[212],1,False,12416,12416
270,213,[213],1,False,8444,8444
271,214,[214],1,False,29153,29153
272,215,[215],1,False,11894,11894
273,216,[216],1,False,16955,16955
274,217,[217],1,False,14797,14797
275,218,[218],1,False,20844,20844
276,219,[219],1,False,2763,2763
277,220,[220],1,False,11264,11264
278,221,[221],1,False,16069,16069
279,221;233,"[221,233]",2,False,2007,2007
280,222,[222],1,False,12416,12416
281,223,[223],1,False,12488,12488
282,224,[224],1,False,11594,11594
283,225,[225],1,False,5743,5743
284,225;229,"[225,229]",2,False,4006,4006
285,226,[226],1,False,8653,8653
286,226;229,"[226,229]",2,False,4684,4684
287,226;231,"[226,231]",2,False,4445,4445
288,227,[227],1,False,11783,11783
289,227;233,"[227,233]",2,False,1798,1798
290,227;346,"[227,346]",2,False,3977,3977
291,228,[228],1,False,8791,8791
292,228;230,"[228,230]",2,False,3295,3295
293,228;889,"[228,889]",2,False,3004,3004
294,229,[229],1,False,5396,5396
295,229;889,"[229,889]",2,False,3071,3071
296,230,[230],1,False,9127,9127
297,231,[231],1,False,8144,8144
298,232,[232],1,False,10561,10561
299,233,[233],1,False,11093,11093
300,234,[234],1,False,12502,12502
301,234;236,"[234,236]",2,False,3774,3774
302,235,[235],1,False,9154,9154
303,236,[236],1,False,14049,14049
304,237,[237],1,False,15681,15681
305,238,[238],1,False,9795,9795
306,239,[239],1,False,8633,8633
307,239;245,"[239,245]",2,False,2086,2086
308,240,[240],1,False,10046,10046
309,241,[241],1,False,20336,20336
310,241;245,"[241,245]",2,False,1797,1797
311,242,[242],1,False,28566,28566
312,243,[243],1,False,11319,11319
313,243;245,"[243,245]",2,False,3955,3955
314,244,[244],1,False,16807,16807
315,245,[245],1,False,6072,6072
316,245;424,"[245,424]",2,False,1182,1182
317,246,[246],1,False,11110,11110
318,246;424,"[246,424]",2,False,1216,1216
319,247,[247],1,False,28636,28636
320,248,[248],1,False,20044,20044
321,249,[249],1,False,41284,41284
322,250,[250],1,False,33443,33443
323,251,[251],1,False,25191,25191
324,252,[252],1,False,17961,17961
325,253,[253],1,False,20948,20948
326,254,[254],1,False,10251,10251
327,255,[255],1,False,8819,8819
328,256,[256],1,False,13480,13480
329,257,[257],1,False,3196,3196
330,258,[258],1,False,12288,12288
331,259,[259],1,False,14833,14833
332,260,[260],1,False,12509,12509
333,261,[261],1,False,12456,12456
334,262,[262],1,False,12154,12154
335,263,[263],1,False,11567,11567
336,264,[264],1,False,11334,11334
337,265,[265],1,False,9373,9373
338,266,[266],1,False,12056,12056
339,267,[267],1,False,9442,9442
340,268,[268],1,False,31934,31934
341,269,[269],1,False,31871,31871
342,270,[270],1,False,22837,22837
343,271,[271],1,False,24145,24145
344,272,[272],1,False,25808,25808
345,273,[273],1,False,34213,34213
346,274,[274],1,False,18223,18223
347,275,[275],1,False,20245,20245
348,276,[276],1,False,22598,22598
349,277,[277],1,False,26690,26690
350,278,[278],1,False,22182,22182
351,279,[279],1,False,17928,17928
352,280,[280],1,False,19092,19092
353,281,[281],1,False,17520,17520
354,282,[282],1,False,7340,7340
355,283,[283],1,False,2109,2109
356,283;1295,"[283,1295]",2,False,1235,1235
357,284,[284],1,False,2605,2605
358,285,[285],1,False,1055,1055
359,285;762,"[285,762]",2,False,832,832
360,286,[286],1,False,5125,5125
361,287,[287],1,False,4735,4735
362,288,[288],1,False,2757,2757
363,289,[289],1,False,2710,2710
364,290,[290],1,False,2035,2035
365,291,[291],1,False,1955,1955
366,292,[292],1,False,6439,6439
367,293,[293],1,False,4041,4041
368,294,[294],1,False,4068,4068
369,295,[295],1,False,2068,2068
370,296,[296],1,False,6232,6232
371,297,[297],1,False,19273,19273
372,298,[298],1,False,17643,17643
373,299,[299],1,False,3395,3395
374,300,[300],1,False,3034,3034
375,301,[301],1,False,4468,4468
376,302,[302],1,False,2213,2213
377,303,[303],1,False,14789,14789
378,304,[304],1,False,26026,26026
379,304;305,"[304,305]",2,False,10014,10014
380,305,[305],1,False,16518,16518
381,306,[306],1,False,14629,14629
382,307,[307],1,False,24111,24111
383,308,[308],1,False,12535,12535
384,309,[309],1,False,2249,2249
385,310,[310],1,False,19870,19870
386,311,[311],1,False,11955,11955
387,311;314,"[311,314]",2,False,20874,20874
388,312,[312],1,False,20650,20650
389,313,[313],1,False,26077,26077
390,314,[314],1,False,9257,9257
391,315,[315],1,False,6525,6525
392,316,[316],1,False,21380,21380
393,317,[317],1,False,14080,14080
394,317;318,"[317,318]",2,False,2184,2184
395,318,[318],1,False,10340,10340
396,319,[319],1,False,15372,15372
397,320,[320],1,False,10553,10553
398,321,[321],1,False,15822,15822
399,322,[322],1,False,4027,4027
400,323,[323],1,False,12150,12150
401,323;325,"[323,325]",2,False,1387,1387
402,324,[324],1,False,10636,10636
403,325,[325],1,False,3792,3792
404,326,[326],1,False,19372,19372
405,326;329,"[326,329]",2,False,1120,1120
406,327,[327],1,False,10012,10012
407,328,[328],1,False,18957,18957
408,329,[329],1,False,19104,19104
409,330,[330],1,False,12558,12558
410,331,[331],1,False,12443,12443
411,332,[332],1,False,15198,15198
412,333,[333],1,False,15205,15205
413,334,[334],1,False,12130,12130
414,334;1153,"[334,1153]",2,False,1900,1900
415,335,[335],1,False,9574,9574
416,335;933,"[335,933]",2,False,102,102
417,336,[336],1,False,11251,11251
418,336;339,"[336,339]",2,False,969,969
419,337,[337],1,False,8337,8337
420,338,[338],1,False,9103,9103
421,339,[339],1,False,18431,18431
422,340,[340],1,False,23701,23701
423,341,[341],1,False,21885,21885
424,342,[342],1,False,20821,20821
425,343,[343],1,False,6621,6621
426,344,[344],1,False,12707,12707
427,345,[345],1,False,11343,11343
428,346,[346],1,False,13401,13401
429,347,[347],1,False,20579,20579
430,348,[348],1,False,12567,12567
431,348;914,"[348,914]",2,False,4195,4195
432,348;1006,"[348,1006]",2,False,6267,6267
433,349,[349],1,False,13527,13527
434,350,[350],1,False,25576,25576
435,351,[351],1,False,15940,15940
436,352,[352],1,False,8930,8930
437,353,[353],1,False,13646,13646
438,354,[354],1,False,14430,14430
439,355,[355],1,False,13939,13939
440,356,[356],1,False,18376,18376
441,357,[357],1,False,20276,20276
442,358,[358],1,False,15038,15038
443,359,[359],1,False,14951,14951
444,360,[360],1,False,19889,19889
445,361,[361],1,False,10326,10326
446,362,[362],1,False,13487,13487
447,363,[363],1,False,49560,49560
448,364,[364],1,False,40967,40967
449,365,[365],1,False,40363,40363
450,366,[366],1,False,19474,19474
451,367,[367],1,False,21468,21468
452,368,[368],1,False,25157,25157
453,369,[369],1,False,25623,25623
454,370,[370],1,False,16592,16592
455,371,[371],1,False,17663,17663
456,372,[372],1,False,14516,14516
457,372;396,"[372,396]",2,False,11170,11170
458,373,[373],1,False,10536,10536
459,374,[374],1,False,9638,9638
460,375,[375],1,False,9511,9511
461,375;386,"[375,386]",2,False,278,278
462,375;1278,"[375,1278]",2,False,80,80
463,376,[376],1,False,18001,18001
464,377,[377],1,False,25473,25473
465,377;602,"[377,602]",2,False,11666,11666
466,378,[378],1,False,14937,14937
467,379,[379],1,False,18447,18447
468,380,[380],1,False,11359,11359
469,381,[381],1,False,17353,17353
470,382,[382],1,False,22265,22265
471,383,[383],1,False,12583,12583
472,384,[384],1,False,4486,4486
473,385,[385],1,False,17952,17952
474,386,[386],1,False,4845,4845
475,386;980,"[386,980]",2,False,3018,3018
476,387,[387],1,False,15623,15623
477,387;508,"[387,508]",2,False,1255,1255
478,387;996,"[387,996]",2,False,4997,4997
479,388,[388],1,False,10294,10294
480,389,[389],1,False,13618,13618
481,390,[390],1,False,14125,14125
482,391,[391],1,False,8906,8906
483,391;917,"[391,917]",2,False,688,688
484,392,[392],1,False,12712,12712
485,393,[393],1,False,15272,15272
486,394,[394],1,False,18014,18014
487,395,[395],1,False,43269,43269
488,396,[396],1,False,25128,25128
489,397,[397],1,False,19657,19657
490,398,[398],1,False,21365,21365
491,399,[399],1,False,31815,31815
492,400,[400],1,False,18785,18785
493,400;602,"[400,602]",2,False,17015,17015
494,401,[401],1,False,18318,18318
495,401;602,"[401,602]",2,False,13570,13570
496,402,[402],1,False,23408,23408
497,403,[403],1,False,32433,32433
498,404,[404],1,False,14608,14608
499,405,[405],1,False,18142,18142
500,406,[406],1,False,11342,11342
501,407,[407],1,False,11614,11614
502,408,[408],1,False,13157,13157
503,409,[409],1,False,18079,18079
504,410,[410],1,False,21224,21224
505,411,[411],1,False,31415,31415
506,412,[412],1,False,15773,15773
507,413,[413],1,False,11974,11974
508,414,[414],1,False,21959,21959
509,415,[415],1,False,15488,15488
510,416,[416],1,False,12971,12971
511,417,[417],1,False,12446,12446
512,418,[418],1,False,22153,22153
513,419,[419],1,False,17255,17255
514,420,[420],1,False,14934,14934
515,421,[421],1,False,12455,12455
516,421;617,"[421,617]",2,False,1454,1454
517,422,[422],1,False,14443,14443
518,423,[423],1,False,9159,9159
519,424,[424],1,False,1273,1273
520,424;452,"[424,452]",2,False,1389,1389
521,425,[425],1,False,2515,2515
522,426,[426],1,False,2828,2828
523,427,[427],1,False,1240,1240
524,427;541,"[427,541]",2,False,5690,5690
525,428,[428],1,False,3187,3187
526,429,[429],1,False,5100,5100
527,430,[430],1,False,9698,9698
528,431,[431],1,False,3103,3103
529,433,[433],1,False,6372,6372
530,434,[434],1,False,14918,14918
531,435,[435],1,False,14435,14435
532,436,[436],1,False,21498,21498
533,437,[437],1,False,15613,15613
534,438,[438],1,False,37084,37084
535,439,[439],1,False,22288,22288
536,440,[440],1,False,20709,20709
537,441,[441],1,False,14432,14432
538,442,[442],1,False,18449,18449
539,443,[443],1,False,12920,12920
540,444,[444],1,False,7651,7651
541,445,[445],1,False,10461,10461
542,446,[446],1,False,6043,6043
543,447,[447],1,False,6472,6472
544,448,[448],1,False,8353,8353
545,449,[449],1,False,3903,3903
546,450,[450],1,False,5137,5137
547,451,[451],1,False,6712,6712
548,452,[452],1,False,7586,7586
549,453,[453],1,False,6607,6607
550,454,[454],1,False,5815,5815
551,455,[455],1,False,12145,12145
552,456,[456],1,False,7425,7425
553,457,[457],1,False,14921,14921
554,458,[458],1,False,12275,12275
555,459,[459],1,False,11640,11640
556,460,[460],1,False,6196,6196
557,460;463,"[460,463]",2,False,2928,2928
558,460;464,"[460,464]",2,False,2480,2480
559,460;465,"[460,465]",2,False,2187,2187
560,461,[461],1,False,8183,8183
561,462,[462],1,False,11036,11036
562,463,[463],1,False,4410,4410
563,464,[464],1,False,6732,6732
564,465,[465],1,False,5067,5067
565,466,[466],1,False,11234,11234
566,467,[467],1,False,12470,12470
567,468,[468],1,False,11069,11069
568,468;478,"[468,478]",2,False,2840,2840
569,469,[469],1,False,10497,10497
570,469;479,"[469,479]",2,False,1283,1283
571,470,[470],1,False,10362,10362
572,471,[471],1,False,9357,9357
573,472,[472],1,False,10348,10348
574,472;477,"[472,477]",2,False,4028,4028
575,473,[473],1,False,10062,10062
576,474,[474],1,False,10161,10161
577,475,[475],1,False,6623,6623
578,476,[476],1,False,6707,6707
579,477,[477],1,False,5816,5816
580,478,[478],1,False,6652,6652
581,479,[479],1,False,9272,9272
582,480,[480],1,False,19455,19455
583,481,[481],1,False,10857,10857
584,482,[482],1,False,12670,12670
585,483,[483],1,False,12329,12329
586,484,[484],1,False,3084,3084
587,484;929,"[484,929]",2,False,1829,1829
588,484;1083,"[484,1083]",2,False,5244,5244
589,485,[485],1,False,7653,7653
590,485;488,"[485,488]",2,False,2683,2683
591,485;489,"[485,489]",2,False,4491,4491
592,486,[486],1,False,7588,7588
593,487,[487],1,False,4991,4991
594,488,[488],1,False,11510,11510
595,489,[489],1,False,11801,11801
596,490;683,"[490,683]",2,False,1890,1890
597,490;693,"[490,693]",2,False,2152,2152
598,490;1054,"[490,1054]",2,False,2034,2034
599,490;1055,"[490,1055]",2,False,3519,3519
600,491,[491],1,False,3143,3143
601,491;683,"[491,683]",2,False,1267,1267
602,491;693,"[491,693]",2,False,723,723
603,491;1054,"[491,1054]",2,False,666,666
604,491;1055,"[491,1055]",2,False,1109,1109
605,492,[492],1,False,9225,9225
606,493,[493],1,False,4305,4305
607,494,[494],1,False,4215,4215
608,495,[495],1,False,10732,10732
609,496,[496],1,False,4158,4158
610,496;497,"[496,497]",2,False,1212,1212
611,496;500,"[496,500]",2,False,1035,1035
612,496;501,"[496,501]",2,False,2173,2173
613,497,[497],1,False,551,551
614,497;498,"[497,498]",2,False,3671,3671
615,497;502,"[497,502]",2,False,2423,2423
616,497;505,"[497,505]",2,False,1581,1581
617,497;691,"[497,691]",2,False,1874,1874
618,498,[498],1,False,8414,8414
619,499,[499],1,False,3417,3417
620,499;501,"[499,501]",2,False,2008,2008
621,500,[500],1,False,2251,2251
622,500;503,"[500,503]",2,False,1382,1382
623,500;504,"[500,504]",2,False,1596,1596
624,500;691,"[500,691]",2,False,1660,1660
625,501;503,"[501,503]",2,False,2846,2846
626,501;504,"[501,504]",2,False,1611,1611
627,501;505,"[501,505]",2,False,1417,1417
628,501;691,"[501,691]",2,False,1747,1747
629,502,[502],1,False,4965,4965
630,503,[503],1,False,4901,4901
631,504,[504],1,False,6376,6376
632,505,[505],1,False,6148,6148
633,506,[506],1,False,26239,26239
634,507,[507],1,False,23323,23323
635,508,[508],1,False,21287,21287
636,509,[509],1,False,15476,15476
637,510,[510],1,False,22530,22530
638,511,[511],1,False,19211,19211
639,512,[512],1,False,17583,17583
640,513,[513],1,False,20523,20523
641,514,[514],1,False,13507,13507
642,515,[515],1,False,14482,14482
643,515;967,"[515,967]",2,False,2064,2064
644,515;969,"[515,969]",2,False,1704,1704
645,516;967,"[516,967]",2,False,15337,15337
646,516;969,"[516,969]",2,False,11276,11276
647,517,[517],1,False,19854,19854
648,518,[518],1,False,17366,17366
649,519,[519],1,False,20175,20175
650,520,[520],1,False,13533,13533
651,521,[521],1,False,8930,8930
652,522,[522],1,False,13709,13709
653,523,[523],1,False,10129,10129
654,524,[524],1,False,16172,16172
655,525,[525],1,False,12203,12203
656,526,[526],1,False,19487,19487
657,527,[527],1,False,15681,15681
658,528,[528],1,False,15064,15064
659,529,[529],1,False,7932,7932
660,530,[530],1,False,7536,7536
661,531,[531],1,False,10868,10868
662,532,[532],1,False,14873,14873
663,533,[533],1,False,16338,16338
664,534,[534],1,False,7412,7412
665,535,[535],1,False,8821,8821
666,536,[536],1,False,8194,8194
667,537,[537],1,False,20899,20899
668,538,[538],1,False,28154,28154
669,539,[539],1,False,26112,26112
670,540,[540],1,False,13630,13630
671,541,[541],1,False,11387,11387
672,542,[542],1,False,11191,11191
673,543,[543],1,False,13555,13555
674,544,[544],1,False,9520,9520
675,545,[545],1,False,7496,7496
676,546,[546],1,False,8916,8916
677,546;615,"[546,615]",2,False,907,907
678,547,[547],1,False,21101,21101
679,548,[548],1,False,12860,12860
680,548;733,"[548,733]",2,False,4055,4055
681,549,[549],1,False,26105,26105
682,550,[550],1,False,21890,21890
683,551,[551],1,False,14745,14745
684,552,[552],1,False,17633,17633
685,553,[553],1,False,19885,19885
686,554,[554],1,False,5662,5662
687,555,[555],1,False,2921,2921
688,556,[556],1,False,3912,3912
689,557,[557],1,False,6133,6133
690,558,[558],1,False,3305,3305
691,559,[559],1,False,16408,16408
692,560,[560],1,False,13026,13026
693,560;561,"[560,561]",2,False,4319,4319
694,561,[561],1,False,7131,7131
695,562,[562],1,False,14034,14034
696,563,[563],1,False,14364,14364
697,564,[564],1,False,10240,10240
698,564;671,"[564,671]",2,False,3520,3520
699,565,[565],1,False,8894,8894
700,566,[566],1,False,11993,11993
701,567,[567],1,False,6615,6615
702,568,[568],1,False,9684,9684
703,568;663,"[568,663]",2,False,2011,2011
704,569,[569],1,False,10982,10982
705,570,[570],1,False,6055,6055
706,570;1150,"[570,1150]",2,False,4984,4984
707,571,[571],1,False,11363,11363
708,572,[572],1,False,8919,8919
709,573,[573],1,False,9199,9199
710,574,[574],1,False,7168,7168
711,575,[575],1,False,725,725
712,575;576,"[575,576]",2,False,19359,19359
713,576,[576],1,False,404,404
714,577,[577],1,False,6049,6049
715,578,[578],1,False,9473,9473
716,579,[579],1,False,5548,5548
717,580,[580],1,False,4827,4827
718,581,[581],1,False,17812,17812
719,582,[582],1,False,21708,21708
720,583,[583],1,False,23616,23616
721,584,[584],1,False,21884,21884
722,585,[585],1,False,19253,19253
723,586,[586],1,False,21938,21938
724,587,[587],1,False,16243,16243
725,588,[588],1,False,16347,16347
726,589,[589],1,False,21610,21610
727,590,[590],1,False,11339,11339
728,591,[591],1,False,9085,9085
729,592,[592],1,False,11459,11459
730,593,[593],1,False,14890,14890
731,594,[594],1,False,16072,16072
732,595,[595],1,False,14318,14318
733,596,[596],1,False,11958,11958
734,597,[597],1,False,11702,11702
735,598,[598],1,False,9449,9449
736,598;732,"[598,732]",2,False,1296,1296
737,598;733,"[598,733]",2,False,2635,2635
738,599,[599],1,False,12074,12074
739,600,[600],1,False,22644,22644
740,601,[601],1,False,11957,11957
741,603,[603],1,False,17823,17823
742,604,[604],1,False,19891,19891
743,605,[605],1,False,25634,25634
744,606,[606],1,False,18665,18665
745,607,[607],1,False,14116,14116
746,608,[608],1,False,12633,12633
747,609,[609],1,False,16190,16190
748,610,[610],1,False,13305,13305
749,611,[611],1,False,11144,11144
750,612,[612],1,False,13503,13503
751,613,[613],1,False,2400,2400
752,614,[614],1,False,2542,2542
753,615,[615],1,False,5707,5707
754,616,[616],1,False,7645,7645
755,617,[617],1,False,10889,10889
756,618,[618],1,False,10811,10811
757,619,[619],1,False,14521,14521
758,620,[620],1,False,12331,12331
759,621,[621],1,False,14856,14856
760,622,[622],1,False,11493,11493
761,623,[623],1,False,26439,26439
762,624,[624],1,False,22461,22461
763,625,[625],1,False,17909,17909
764,626,[626],1,False,16735,16735
