skill_id,canonical_skill_key,is_untagged,tag_count,original_tag_ids,question_count
104,6;7;179;182,False,4,"[6,7,179,182]",3
105,6;7;179;183,False,4,"[6,7,179,183]",3
106,6;7;181,False,3,"[6,7,181]",18
107,6;7;182,False,3,"[6,7,182]",16
108,6;7;183,False,3,"[6,7,183]",22
109,6;7;184,False,3,"[6,7,184]",19
110,6;7;185,False,3,"[6,7,185]",5
111,7;10;179;181,False,4,"[7,10,179,181]",1
112,7;10;179;182,False,4,"[7,10,179,182]",2
113,7;10;179;183,False,4,"[7,10,179,183]",3
114,7;10;181,False,3,"[7,10,181]",10
115,7;10;182,False,3,"[7,10,182]",6
116,7;10;183,False,3,"[7,10,183]",4
117,7;10;184,False,3,"[7,10,184]",4
118,7;10;185,False,3,"[7,10,185]",2
119,7;11;179;183,False,4,"[7,11,179,183]",1
120,7;11;181,False,3,"[7,11,181]",8
121,7;11;182,False,3,"[7,11,182]",3
122,7;11;183,False,3,"[7,11,183]",10
123,7;11;184,False,3,"[7,11,184]",2
124,7;12;183,False,3,"[7,12,183]",1
125,7;17;179;182,False,4,"[7,17,179,182]",2
126,7;17;179;183,False,4,"[7,17,179,183]",1
127,7;17;179;184,False,4,"[7,17,179,184]",1
128,7;17;181,False,3,"[7,17,181]",5
129,7;17;182,False,3,"[7,17,182]",8
130,7;17;183,False,3,"[7,17,183]",10
131,7;17;184,False,3,"[7,17,184]",3
132,7;17;185,False,3,"[7,17,185]",1
133,7;18;179;182,False,4,"[7,18,179,182]",1
134,7;18;179;183,False,4,"[7,18,179,183]",1
135,7;18;181,False,3,"[7,18,181]",10
136,7;18;182,False,3,"[7,18,182]",3
137,7;18;183,False,3,"[7,18,183]",5
138,7;18;184,False,3,"[7,18,184]",4
139,7;18;185,False,3,"[7,18,185]",2
140,20;21;179;183,False,4,"[20,21,179,183]",2
141,20;21;179;184,False,4,"[20,21,179,184]",3
142,20;21;181,False,3,"[20,21,181]",6
143,20;21;182,False,3,"[20,21,182]",3
144,20;21;183,False,3,"[20,21,183]",1
145,20;21;184,False,3,"[20,21,184]",2
146,20;21;185,False,3,"[20,21,185]",6
147,23;24;25;179;181;182,False,6,"[23,24,25,179,181,182]",1
148,23;24;25;179;181;185,False,6,"[23,24,25,179,181,185]",1
149,23;24;25;179;183;185,False,6,"[23,24,25,179,183,185]",2
150,23;24;25;181;182,False,5,"[23,24,25,181,182]",2
151,23;24;25;181;183,False,5,"[23,24,25,181,183]",10
152,23;24;25;181;184,False,5,"[23,24,25,181,184]",3
153,23;24;25;181;185,False,5,"[23,24,25,181,185]",3
154,23;24;25;182;183,False,5,"[23,24,25,182,183]",2
155,23;24;25;182;184,False,5,"[23,24,25,182,184]",2
156,23;24;25;183;184,False,5,"[23,24,25,183,184]",2
157,23;24;25;183;185,False,5,"[23,24,25,183,185]",2
158,23;24;33;179;183;185,False,6,"[23,24,33,179,183,185]",1
159,23;24;33;181;182,False,5,"[23,24,33,181,182]",3
160,23;24;33;181;183,False,5,"[23,24,33,181,183]",4
161,23;24;33;181;184,False,5,"[23,24,33,181,184]",2
162,23;24;33;181;185,False,5,"[23,24,33,181,185]",3
163,23;24;33;182;184,False,5,"[23,24,33,182,184]",2
164,23;24;33;183;184,False,5,"[23,24,33,183,184]",1
165,23;24;33;183;185,False,5,"[23,24,33,183,185]",1
166,23;24;33;184;185,False,5,"[23,24,33,184,185]",1
167,23;28;47;179;181;183,False,6,"[23,28,47,179,181,183]",1
168,23;46;47;181;185,False,5,"[23,46,47,181,185]",1
169,24;25;27;179;182;184,False,6,"[24,25,27,179,182,184]",1
170,24;25;27;181;183,False,5,"[24,25,27,181,183]",1
171,24;25;27;181;184,False,5,"[24,25,27,181,184]",1
172,24;25;27;183;184,False,5,"[24,25,27,183,184]",1
173,24;25;27;183;185,False,5,"[24,25,27,183,185]",1
174,24;25;30;181;182,False,5,"[24,25,30,181,182]",1
175,24;25;30;181;183,False,5,"[24,25,30,181,183]",1
176,24;25;30;181;185,False,5,"[24,25,30,181,185]",2
177,24;25;30;182;183,False,5,"[24,25,30,182,183]",1
178,24;25;179;181;183,False,5,"[24,25,179,181,183]",2
179,24;25;181;182,False,4,"[24,25,181,182]",11
180,24;25;181;183,False,4,"[24,25,181,183]",7
181,24;25;181;184,False,4,"[24,25,181,184]",10
182,24;25;181;185,False,4,"[24,25,181,185]",3
183,24;25;182;183,False,4,"[24,25,182,183]",17
184,24;25;182;184,False,4,"[24,25,182,184]",2
185,24;25;183;184,False,4,"[24,25,183,184]",9
186,24;25;183;185,False,4,"[24,25,183,185]",4
187,24;26;27;179;181;184,False,6,"[24,26,27,179,181,184]",1
188,24;26;27;181;183,False,5,"[24,26,27,181,183]",3
189,24;26;27;181;185,False,5,"[24,26,27,181,185]",3
190,24;26;27;182;183,False,5,"[24,26,27,182,183]",2
191,24;26;27;182;184,False,5,"[24,26,27,182,184]",1
192,24;26;27;183;184,False,5,"[24,26,27,183,184]",1
193,24;26;27;183;185,False,5,"[24,26,27,183,185]",3
194,24;26;30;181;183,False,5,"[24,26,30,181,183]",3
195,24;26;30;182;183,False,5,"[24,26,30,182,183]",1
196,24;26;51;181;183,False,5,"[24,26,51,181,183]",1
197,24;26;51;181;185,False,5,"[24,26,51,181,185]",1
198,24;26;51;182;183,False,5,"[24,26,51,182,183]",1
199,24;26;179;181;185,False,5,"[24,26,179,181,185]",1
200,24;26;181;182,False,4,"[24,26,181,182]",19
201,24;26;181;183,False,4,"[24,26,181,183]",6
202,24;26;181;184,False,4,"[24,26,181,184]",13
203,24;26;181;185,False,4,"[24,26,181,185]",3
204,24;26;182;183,False,4,"[24,26,182,183]",17
205,24;26;182;184,False,4,"[24,26,182,184]",7
206,24;26;183;184,False,4,"[24,26,183,184]",11
207,24;26;183;185,False,4,"[24,26,183,185]",10
208,24;26;184;185,False,4,"[24,26,184,185]",4
209,24;27;33;182;183,False,5,"[24,27,33,182,183]",2
210,24;27;40;181;182,False,5,"[24,27,40,181,182]",1
211,24;27;40;181;183,False,5,"[24,27,40,181,183]",2
212,24;27;40;181;184,False,5,"[24,27,40,181,184]",1
213,24;27;40;183;185,False,5,"[24,27,40,183,185]",2
214,24;27;41;179;181;185,False,6,"[24,27,41,179,181,185]",1
215,24;27;41;181;182,False,5,"[24,27,41,181,182]",1
216,24;27;41;181;183,False,5,"[24,27,41,181,183]",1
217,24;27;41;181;185,False,5,"[24,27,41,181,185]",1
218,24;27;43;181;182,False,5,"[24,27,43,181,182]",1
219,24;27;43;181;184,False,5,"[24,27,43,181,184]",1
220,24;27;43;183;185,False,5,"[24,27,43,183,185]",2
221,24;27;48;181;182,False,5,"[24,27,48,181,182]",1
222,24;27;48;183;184,False,5,"[24,27,48,183,184]",1
223,24;27;50;183;185,False,5,"[24,27,50,183,185]",1
224,24;30;33;181;183,False,5,"[24,30,33,181,183]",1
225,24;30;33;181;184,False,5,"[24,30,33,181,184]",2
226,24;30;33;181;185,False,5,"[24,30,33,181,185]",2
227,24;30;33;183;185,False,5,"[24,30,33,183,185]",2
228,24;30;40;181;183,False,5,"[24,30,40,181,183]",1
229,24;30;40;181;185,False,5,"[24,30,40,181,185]",1
230,24;30;40;182;183,False,5,"[24,30,40,182,183]",1
231,24;30;40;183;184,False,5,"[24,30,40,183,184]",1
232,24;30;40;183;185,False,5,"[24,30,40,183,185]",1
233,24;30;41;182;183,False,5,"[24,30,41,182,183]",1
234,24;30;41;183;184,False,5,"[24,30,41,183,184]",1
235,24;30;43;182;183,False,5,"[24,30,43,182,183]",1
236,24;30;43;182;184,False,5,"[24,30,43,182,184]",1
237,24;30;43;183;184,False,5,"[24,30,43,183,184]",1
238,24;30;43;183;185,False,5,"[24,30,43,183,185]",1
239,24;30;45;183;184,False,5,"[24,30,45,183,184]",1
240,24;30;48;181;182,False,5,"[24,30,48,181,182]",1
241,24;30;50;183;185,False,5,"[24,30,50,183,185]",2
242,24;33;51;181;182,False,5,"[24,33,51,181,182]",1
243,24;33;51;181;183,False,5,"[24,33,51,181,183]",2
244,24;33;51;181;185,False,5,"[24,33,51,181,185]",1
245,24;33;51;182;183,False,5,"[24,33,51,182,183]",1
246,24;33;179;181;183,False,5,"[24,33,179,181,183]",2
247,24;33;181;182,False,4,"[24,33,181,182]",17
248,24;33;181;183,False,4,"[24,33,181,183]",7
249,24;33;181;184,False,4,"[24,33,181,184]",10
250,24;33;181;185,False,4,"[24,33,181,185]",4
251,24;33;182;183,False,4,"[24,33,182,183]",17
252,24;33;182;184,False,4,"[24,33,182,184]",4
253,24;33;183;184,False,4,"[24,33,183,184]",5
254,24;33;183;185,False,4,"[24,33,183,185]",5
255,24;33;184;185,False,4,"[24,33,184,185]",2
256,24;40;179;181;183,False,5,"[24,40,179,181,183]",1
257,24;40;179;182;183,False,5,"[24,40,179,182,183]",1
258,24;40;181;182,False,4,"[24,40,181,182]",24
259,24;40;181;183,False,4,"[24,40,181,183]",12
260,24;40;181;184,False,4,"[24,40,181,184]",18
261,24;40;181;185,False,4,"[24,40,181,185]",17
262,24;40;182;183,False,4,"[24,40,182,183]",12
263,24;40;182;184,False,4,"[24,40,182,184]",10
264,24;40;183;184,False,4,"[24,40,183,184]",5
265,24;40;183;185,False,4,"[24,40,183,185]",9
266,24;40;184;185,False,4,"[24,40,184,185]",1
267,24;41;179;181;184,False,5,"[24,41,179,181,184]",1
268,24;41;179;183;185,False,5,"[24,41,179,183,185]",1
269,24;41;181;182,False,4,"[24,41,181,182]",13
270,24;41;181;183,False,4,"[24,41,181,183]",5
271,24;41;181;184,False,4,"[24,41,181,184]",7
272,24;41;181;185,False,4,"[24,41,181,185]",10
273,24;41;182;183,False,4,"[24,41,182,183]",8
274,24;41;182;184,False,4,"[24,41,182,184]",2
275,24;41;183;184,False,4,"[24,41,183,184]",6
276,24;41;183;185,False,4,"[24,41,183,185]",5
277,24;41;184;185,False,4,"[24,41,184,185]",1
278,24;43;179;182;184,False,5,"[24,43,179,182,184]",1
279,24;43;179;183;185,False,5,"[24,43,179,183,185]",1
280,24;43;181;182,False,4,"[24,43,181,182]",18
281,24;43;181;183,False,4,"[24,43,181,183]",7
282,24;43;181;184,False,4,"[24,43,181,184]",19
283,24;43;181;185,False,4,"[24,43,181,185]",5
284,24;43;182;183,False,4,"[24,43,182,183]",19
285,24;43;182;184,False,4,"[24,43,182,184]",6
286,24;43;183;184,False,4,"[24,43,183,184]",6
287,24;43;183;185,False,4,"[24,43,183,185]",7
288,24;43;184;185,False,4,"[24,43,184,185]",2
289,24;45;179;181;184,False,5,"[24,45,179,181,184]",1
290,24;48;179;181;183,False,5,"[24,48,179,181,183]",1
291,24;48;179;183;184,False,5,"[24,48,179,183,184]",1
292,24;48;181;182,False,4,"[24,48,181,182]",7
293,24;48;181;183,False,4,"[24,48,181,183]",6
294,24;48;181;184,False,4,"[24,48,181,184]",7
295,24;48;181;185,False,4,"[24,48,181,185]",4
296,24;48;182;183,False,4,"[24,48,182,183]",5
297,24;48;182;184,False,4,"[24,48,182,184]",3
298,24;48;183;184,False,4,"[24,48,183,184]",4
299,24;48;183;185,False,4,"[24,48,183,185]",1
300,24;50;179;181;183,False,5,"[24,50,179,181,183]",1
301,24;50;179;183;184,False,5,"[24,50,179,183,184]",1
302,24;50;181;182,False,4,"[24,50,181,182]",6
303,24;50;181;183,False,4,"[24,50,181,183]",5
304,24;50;181;184,False,4,"[24,50,181,184]",12
305,24;50;181;185,False,4,"[24,50,181,185]",3
306,24;50;182;183,False,4,"[24,50,182,183]",12
307,24;50;182;184,False,4,"[24,50,182,184]",5
308,24;50;183;184,False,4,"[24,50,183,184]",5
309,24;50;183;185,False,4,"[24,50,183,185]",3
310,24;50;184;185,False,4,"[24,50,184,185]",5
311,27;28;29;179;181;184,False,6,"[27,28,29,179,181,184]",1
312,27;28;29;181;184,False,5,"[27,28,29,181,184]",1
313,27;28;29;183;185,False,5,"[27,28,29,183,185]",1
314,27;28;45;179;181;182,False,6,"[27,28,45,179,181,182]",1
315,27;28;45;181;185,False,5,"[27,28,45,181,185]",1
316,27;28;45;182;184,False,5,"[27,28,45,182,184]",1
317,27;31;32;181;185,False,5,"[27,31,32,181,185]",1
318,27;34;35;181;182,False,5,"[27,34,35,181,182]",1
319,27;34;42;181;183,False,5,"[27,34,42,181,183]",1
320,27;34;42;182;184,False,5,"[27,34,42,182,184]",1
321,27;36;37;181;183,False,5,"[27,36,37,181,183]",2
322,27;36;37;182;183,False,5,"[27,36,37,182,183]",1
323,27;36;37;182;184,False,5,"[27,36,37,182,184]",1
324,27;36;37;183;184,False,5,"[27,36,37,183,184]",2
325,27;37;38;181;182,False,5,"[27,37,38,181,182]",1
326,27;38;39;179;181;184,False,6,"[27,38,39,179,181,184]",1
327,27;38;39;182;183,False,5,"[27,38,39,182,183]",1
328,27;38;39;184;185,False,5,"[27,38,39,184,185]",1
329,27;44;45;179;181;182,False,6,"[27,44,45,179,181,182]",1
330,27;44;45;179;184;185,False,6,"[27,44,45,179,184,185]",1
331,27;44;45;181;183,False,5,"[27,44,45,181,183]",1
332,27;44;45;182;184,False,5,"[27,44,45,182,184]",2
333,27;44;45;183;184,False,5,"[27,44,45,183,184]",1
334,27;44;49;181;184,False,5,"[27,44,49,181,184]",1
335,27;46;47;181;183,False,5,"[27,46,47,181,183]",2
336,27;46;47;182;183,False,5,"[27,46,47,182,183]",1
337,27;46;47;183;184,False,5,"[27,46,47,183,184]",1
338,28;29;30;179;181;184,False,6,"[28,29,30,179,181,184]",1
339,28;29;30;179;182;183,False,6,"[28,29,30,179,182,183]",1
340,28;29;30;179;184;185,False,6,"[28,29,30,179,184,185]",1
341,28;29;30;181;182,False,5,"[28,29,30,181,182]",3
342,28;29;30;181;183,False,5,"[28,29,30,181,183]",1
343,28;29;30;181;184,False,5,"[28,29,30,181,184]",1
344,28;29;30;181;185,False,5,"[28,29,30,181,185]",3
345,28;29;30;182;184,False,5,"[28,29,30,182,184]",2
346,28;29;30;183;184,False,5,"[28,29,30,183,184]",1
347,28;29;30;183;185,False,5,"[28,29,30,183,185]",1
348,28;29;30;184;185,False,5,"[28,29,30,184,185]",3
349,28;29;179;181;184,False,5,"[28,29,179,181,184]",1
350,28;29;179;181;185,False,5,"[28,29,179,181,185]",2
351,28;29;179;182;183,False,5,"[28,29,179,182,183]",1
352,28;29;179;182;184,False,5,"[28,29,179,182,184]",3
353,28;29;179;183;184,False,5,"[28,29,179,183,184]",3
354,28;29;181;182,False,4,"[28,29,181,182]",12
355,28;29;181;183,False,4,"[28,29,181,183]",16
356,28;29;181;184,False,4,"[28,29,181,184]",21
357,28;29;181;185,False,4,"[28,29,181,185]",7
358,28;29;182;183,False,4,"[28,29,182,183]",9
359,28;29;182;184,False,4,"[28,29,182,184]",1
360,28;29;183;184,False,4,"[28,29,183,184]",15
361,28;29;183;185,False,4,"[28,29,183,185]",7
362,28;29;184;185,False,4,"[28,29,184,185]",1
363,28;30;37;181;182,False,5,"[28,30,37,181,182]",1
364,28;30;37;182;184,False,5,"[28,30,37,182,184]",1
365,28;30;37;183;185,False,5,"[28,30,37,183,185]",1
366,28;30;47;179;181;182,False,6,"[28,30,47,179,181,182]",1
367,28;30;49;181;182,False,5,"[28,30,49,181,182]",1
368,28;32;181;183,False,4,"[28,32,181,183]",1
369,28;32;181;184,False,4,"[28,32,181,184]",1
370,28;32;183;185,False,4,"[28,32,183,185]",2
371,28;35;183;184,False,4,"[28,35,183,184]",1
372,28;37;181;183,False,4,"[28,37,181,183]",1
373,28;37;181;184,False,4,"[28,37,181,184]",2
374,28;37;182;183,False,4,"[28,37,182,183]",1
375,28;37;183;184,False,4,"[28,37,183,184]",1
376,28;42;181;183,False,4,"[28,42,181,183]",1
377,28;42;183;185,False,4,"[28,42,183,185]",1
378,28;43;181;183,False,4,"[28,43,181,183]",1
379,28;45;183;184,False,4,"[28,45,183,184]",2
380,30;31;32;179;181;183,False,6,"[30,31,32,179,181,183]",2
381,30;31;32;179;181;185,False,6,"[30,31,32,179,181,185]",2
382,30;31;32;179;182;184,False,6,"[30,31,32,179,182,184]",1
383,30;31;32;179;184;185,False,6,"[30,31,32,179,184,185]",1
384,30;31;32;181;182,False,5,"[30,31,32,181,182]",1
385,30;31;32;181;183,False,5,"[30,31,32,181,183]",3
386,30;31;32;181;184,False,5,"[30,31,32,181,184]",5
387,30;31;32;181;185,False,5,"[30,31,32,181,185]",4
388,30;31;32;182;183,False,5,"[30,31,32,182,183]",3
389,30;31;32;182;184,False,5,"[30,31,32,182,184]",2
390,30;31;32;183;184,False,5,"[30,31,32,183,184]",3
391,30;31;32;183;185,False,5,"[30,31,32,183,185]",2
392,30;31;42;181;182,False,5,"[30,31,42,181,182]",1
393,30;31;42;182;184,False,5,"[30,31,42,182,184]",1
394,30;31;42;183;184,False,5,"[30,31,42,183,184]",2
395,30;31;42;183;185,False,5,"[30,31,42,183,185]",1
396,30;31;49;182;184,False,5,"[30,31,49,182,184]",1
397,30;32;36;182;183,False,5,"[30,32,36,182,183]",1
398,30;32;36;183;185,False,5,"[30,32,36,183,185]",2
399,30;34;35;179;181;184,False,6,"[30,34,35,179,181,184]",1
400,30;34;35;179;182;183,False,6,"[30,34,35,179,182,183]",2
401,30;34;35;179;183;185,False,6,"[30,34,35,179,183,185]",1
402,30;34;35;181;182,False,5,"[30,34,35,181,182]",3
403,30;34;35;181;183,False,5,"[30,34,35,181,183]",3
404,30;34;35;181;184,False,5,"[30,34,35,181,184]",3
405,30;34;35;181;185,False,5,"[30,34,35,181,185]",6
406,30;34;35;182;183,False,5,"[30,34,35,182,183]",6
407,30;34;35;182;184,False,5,"[30,34,35,182,184]",5
408,30;34;35;183;184,False,5,"[30,34,35,183,184]",3
409,30;34;35;183;185,False,5,"[30,34,35,183,185]",3
410,30;34;35;184;185,False,5,"[30,34,35,184,185]",1
411,30;34;42;179;181;185,False,6,"[30,34,42,179,181,185]",1
412,30;34;42;181;182,False,5,"[30,34,42,181,182]",4
413,30;34;42;181;183,False,5,"[30,34,42,181,183]",2
414,30;34;42;181;184,False,5,"[30,34,42,181,184]",3
415,30;34;42;181;185,False,5,"[30,34,42,181,185]",4
416,30;34;42;182;183,False,5,"[30,34,42,182,183]",3
417,30;34;42;183;184,False,5,"[30,34,42,183,184]",2
418,30;34;42;184;185,False,5,"[30,34,42,184,185]",1
419,30;36;37;181;182,False,5,"[30,36,37,181,182]",1
420,30;36;37;181;183,False,5,"[30,36,37,181,183]",3
421,30;36;37;181;184,False,5,"[30,36,37,181,184]",3
422,30;36;37;181;185,False,5,"[30,36,37,181,185]",1
423,30;36;37;182;183,False,5,"[30,36,37,182,183]",1
424,30;36;37;183;184,False,5,"[30,36,37,183,184]",1
425,30;36;37;183;185,False,5,"[30,36,37,183,185]",4
426,30;38;39;179;181;183,False,6,"[30,38,39,179,181,183]",1
427,30;38;39;179;181;184,False,6,"[30,38,39,179,181,184]",1
428,30;38;39;179;182;184,False,6,"[30,38,39,179,182,184]",1
429,30;38;39;179;183;185,False,6,"[30,38,39,179,183,185]",2
430,30;38;39;181;182,False,5,"[30,38,39,181,182]",3
431,30;38;39;181;183,False,5,"[30,38,39,181,183]",2
432,30;38;39;181;184,False,5,"[30,38,39,181,184]",1
433,30;38;39;181;185,False,5,"[30,38,39,181,185]",1
434,30;38;39;182;184,False,5,"[30,38,39,182,184]",3
435,30;38;39;183;184,False,5,"[30,38,39,183,184]",2
436,30;44;45;181;182,False,5,"[30,44,45,181,182]",2
437,30;44;45;181;183,False,5,"[30,44,45,181,183]",1
438,30;44;45;181;184,False,5,"[30,44,45,181,184]",1
439,30;44;45;181;185,False,5,"[30,44,45,181,185]",1
440,30;44;45;182;183,False,5,"[30,44,45,182,183]",1
441,30;44;45;182;184,False,5,"[30,44,45,182,184]",1
442,30;44;45;183;184,False,5,"[30,44,45,183,184]",1
443,30;44;49;181;184,False,5,"[30,44,49,181,184]",1
444,30;44;49;182;183,False,5,"[30,44,49,182,183]",2
445,30;44;49;183;184,False,5,"[30,44,49,183,184]",1
446,30;46;47;179;183;185,False,6,"[30,46,47,179,183,185]",1
447,30;46;47;181;184,False,5,"[30,46,47,181,184]",1
448,31;32;179;181;183,False,5,"[31,32,179,181,183]",1
449,31;32;179;181;184,False,5,"[31,32,179,181,184]",1
450,31;32;179;181;185,False,5,"[31,32,179,181,185]",1
451,31;32;179;182;184,False,5,"[31,32,179,182,184]",1
452,31;32;179;183;184,False,5,"[31,32,179,183,184]",1
453,31;32;179;183;185,False,5,"[31,32,179,183,185]",5
454,31;32;181;182,False,4,"[31,32,181,182]",14
455,31;32;181;183,False,4,"[31,32,181,183]",10
456,31;32;181;184,False,4,"[31,32,181,184]",17
457,31;32;181;185,False,4,"[31,32,181,185]",12
458,31;32;182;183,False,4,"[31,32,182,183]",23
459,31;32;182;184,False,4,"[31,32,182,184]",10
460,31;32;183;184,False,4,"[31,32,183,184]",34
461,31;32;183;185,False,4,"[31,32,183,185]",28
462,31;32;184;185,False,4,"[31,32,184,185]",5
463,31;37;182;184,False,4,"[31,37,182,184]",1
464,31;42;181;183,False,4,"[31,42,181,183]",3
465,31;42;181;185,False,4,"[31,42,181,185]",1
466,31;42;182;183,False,4,"[31,42,182,183]",1
467,31;42;183;184,False,4,"[31,42,183,184]",2
468,31;42;183;185,False,4,"[31,42,183,185]",2
469,31;45;179;182;183,False,5,"[31,45,179,182,183]",1
470,31;45;181;183,False,4,"[31,45,181,183]",1
471,31;45;182;184,False,4,"[31,45,182,184]",1
472,31;49;183;184,False,4,"[31,49,183,184]",2
473,32;34;181;182,False,4,"[32,34,181,182]",1
474,32;36;181;182,False,4,"[32,36,181,182]",1
475,32;36;181;185,False,4,"[32,36,181,185]",1
476,34;35;179;181;182,False,5,"[34,35,179,181,182]",1
477,34;35;179;181;183,False,5,"[34,35,179,181,183]",2
478,34;35;179;181;184,False,5,"[34,35,179,181,184]",1
479,34;35;179;181;185,False,5,"[34,35,179,181,185]",1
480,34;35;179;182;183,False,5,"[34,35,179,182,183]",1
481,34;35;179;182;184,False,5,"[34,35,179,182,184]",2
482,34;35;179;183;184,False,5,"[34,35,179,183,184]",2
483,34;35;179;183;185,False,5,"[34,35,179,183,185]",2
484,34;35;181;182,False,4,"[34,35,181,182]",2
485,34;35;181;183,False,4,"[34,35,181,183]",9
486,34;35;181;184,False,4,"[34,35,181,184]",15
487,34;35;181;185,False,4,"[34,35,181,185]",5
488,34;35;182;183,False,4,"[34,35,182,183]",19
489,34;35;182;184,False,4,"[34,35,182,184]",7
490,34;35;183;184,False,4,"[34,35,183,184]",16
491,34;35;183;185,False,4,"[34,35,183,185]",4
492,34;35;184;185,False,4,"[34,35,184,185]",4
